STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4336;20180530;   10;  12.2;   2.3;    3;  23.0;   6;   13.083;   0;   3.1;  15.8;  977.27;   20.7;   68.54;   28.0;   13.3;   10.4;eor
       4336;20180531;   10;  14.4;   2.8;    3;  66.1;   6;   10.517;   0;   5.5;  17.4;  977.78;   19.6;   78.33;   25.9;   14.0;   14.0;eor
       4336;20180601;   10;  10.3;   3.4;    3;   5.0;   6;    2.133;   0;   6.5;  17.0;  980.95;   16.7;   89.67;   21.0;   13.1;   11.0;eor
       4336;20180602;   10;   5.7;   1.8;    3;   0.0;   0;    5.850;   0;   4.0;  15.7;  981.94;   17.0;   82.38;   22.3;   12.5;   10.2;eor
       4336;20180603;   10;   7.2;   2.3;    3;   0.0;   0;   14.600;   0;   2.7;  14.7;  979.70;   19.6;   67.29;   25.9;   11.5;    8.6;eor
       4336;20180604;   10;   8.7;   3.5;    3;   0.0;   6;   12.433;   0;   5.0;  16.1;  974.11;   22.0;   61.88;   27.5;   15.6;   13.4;eor
       4336;20180605;   10;   9.6;   4.1;    3;   0.0;   0;   14.500;   0;   2.7;  16.4;  973.35;   22.1;   62.88;   27.3;   16.8;   15.8;eor
       4336;20180606;   10;   8.9;   3.0;    3;   6.2;   6;   10.867;   0;   4.6;  17.1;  974.97;   21.2;   68.75;   27.4;   16.3;   15.6;eor
       4336;20180607;   10;   5.8;   1.6;    3;  16.2;   6;    5.367;   0;   7.0;  17.9;  977.88;   18.6;   84.50;   23.9;   15.8;   15.3;eor
       4336;20180608;   10;   8.2;   1.6;    3;   0.3;   6;    5.567;   0;   6.3;  19.1;  975.74;   20.1;   82.29;   25.7;   15.2;   13.3;eor
       4336;20180609;   10;   8.1;   1.6;    3;  13.8;   6;    5.783;   0;   6.2;  19.1;  975.47;   19.2;   86.58;   26.7;   15.1;   12.8;eor
       4336;20180610;   10;   6.5;   1.6;    3;   0.0;   6;    8.083;   0;   5.7;  18.7;  974.70;   20.2;   80.29;   27.2;   14.5;   14.0;eor
       4336;20180611;   10;   9.8;   2.3;    3;   8.5;   6;    3.050;   0;   6.4;  19.1;  972.86;   18.8;   88.63;   25.6;   15.3;   13.7;eor
       4336;20180612;   10;  11.7;   3.5;    3;  10.8;   6;    0.350;   0;   7.5;  16.1;  972.89;   15.6;   90.46;   18.0;   13.6;   13.4;eor
       4336;20180613;   10;   7.7;   2.9;    3;   0.0;   0;    1.383;   0;   7.0;  11.6;  977.97;   13.9;   73.71;   15.6;   11.3;   10.5;eor
       4336;20180614;   10;   9.1;   1.8;    3;   0.5;   6;    5.750;   0;   6.9;  12.1;  979.42;   15.3;   71.46;   20.6;   10.3;    8.8;eor
       4336;20180615;   10;   4.1;   1.1;    3;   0.0;   0;    1.550;   0;   7.1;  15.1;  979.70;   16.9;   79.71;   20.8;   13.5;   10.9;eor
       4336;20180616;   10;   9.3;   2.1;    3;   0.0;   0;   10.550;   0;   5.0;  15.0;  978.65;   19.3;   69.04;   25.1;   13.4;   10.7;eor
       4336;20180617;   10;  10.3;   2.9;    3;   0.0;   0;    4.300;   0;   5.7;  13.3;  981.65;   16.4;   72.04;   20.7;   11.4;    8.9;eor
       4336;20180618;   10;   7.0;   2.4;    3;   0.0;   0;    5.050;   0;   5.6;  14.2;  985.20;   17.0;   73.50;   21.1;   11.6;    9.2;eor
       4336;20180619;   10;   5.7;   1.9;    3;   0.0;   0;    5.533;   0;   4.3;  15.9;  987.02;   17.7;   79.21;   22.9;   12.3;    9.4;eor
       4336;20180620;   10;   5.7;-999;    3;   0.0;   0;   15.100;   0;   0.7;  17.2;  983.47;   22.0;   69.00;   29.3;   13.3;   10.1;eor
       4336;20180621;   10;  13.2;   4.7;    3;   0.0;   0;   13.017;   0;   3.3;  13.0;  981.80;   17.8;   63.21;   22.5;    8.7;    6.5;eor
       4336;20180622;   10;  11.3;   3.5;    3;   0.0;   0;    8.117;   0;   2.8;   9.0;  988.12;   11.9;   65.46;   17.0;    6.0;    3.2;eor
       4336;20180623;   10;   8.2;-999;    3;   0.0;   0;   12.500;   0;   3.3;   9.8;  987.98;   13.0;   67.58;   19.8;    5.5;    2.6;eor
       4336;20180624;   10;-999;-999;    3;   0.0;   0;    6.400;   0;   6.5;  11.2;  984.29;   15.3;   66.54;   20.5;    7.9;    5.6;eor
       4336;20180625;   10;-999;   2.2;    3;   0.0;   0;    5.200;   0;   5.0;  12.4;  985.55;   16.2;   68.58;   21.1;   11.5;    8.2;eor
       4336;20180626;   10;   7.2;   2.3;    3;   0.0;   0;   14.783;   0;   1.8;  13.0;  985.30;   18.3;   64.50;   25.4;    9.7;    6.9;eor
       4336;20180627;   10;   9.9;   4.1;    3;   0.0;   0;   14.167;   0;   1.8;  12.4;  984.29;   19.7;   56.00;   25.5;   13.0;   11.2;eor
       4336;20180628;   10;  12.5;   4.4;    3;   0.0;   0;   12.683;   0;   3.8;  12.6;  981.98;   20.0;   54.75;   26.2;   13.6;   12.1;eor
       4336;20180629;   10;  11.7;   3.7;    3;   0.0;   0;   12.833;   0;   3.6;  15.1;  978.75;   22.4;   56.71;   27.6;   16.9;   12.9;eor
       4336;20180630;   10;   7.9;   3.7;    3;   0.0;   0;   15.417;   0;   0.3;  14.3;  976.33;   23.2;   51.54;   29.3;   16.9;   14.4;eor
       4336;20180701;   10;  11.1;   5.7;    3;   0.0;   0;   15.683;   0;   0.5;   9.5;  976.82;   20.6;   39.92;   26.4;   14.6;   13.4;eor
       4336;20180702;   10;  12.5;   4.9;    3;   0.0;   0;   15.450;   0;   0.5;   9.6;  976.61;   20.7;   40.21;   27.1;   14.1;   13.0;eor
       4336;20180703;   10;   8.6;   3.0;    3;   0.0;   0;   13.500;   0;   3.4;  10.6;  978.55;   21.5;   42.50;   27.8;   15.0;   11.8;eor
       4336;20180704;   10;  11.8;   2.5;    3;  28.4;   6;    8.383;   0;   6.1;  16.2;  977.85;   19.9;   70.63;   28.6;   14.5;   11.7;eor
       4336;20180705;   10;   9.3;   2.2;    3;  14.0;   6;    0.433;   0;   6.9;  18.0;  977.83;   17.4;   90.38;   21.1;   14.1;   12.6;eor
       4336;20180706;   10;   7.7;   2.2;    3;   7.3;   6;    8.483;   0;   4.8;  16.6;  982.04;   19.6;   75.00;   25.2;   14.3;   12.0;eor
       4336;20180707;   10;   7.5;   2.4;    3;   0.0;   0;   10.783;   0;   4.5;  14.9;  984.87;   20.4;   64.00;   26.4;   13.8;   11.2;eor
       4336;20180708;   10;   7.5;   2.5;    3;   0.0;   0;   14.967;   0;   0.8;  11.7;  984.83;   19.9;   52.79;   26.0;   12.3;    9.1;eor
       4336;20180709;   10;   8.1;   2.4;    3;   0.0;   0;   13.000;   0;   3.3;  12.5;  983.28;   19.3;   57.54;   25.2;   11.7;    8.2;eor
       4336;20180710;   10;   9.8;   3.3;    3;   0.0;   0;    6.117;   0;   5.3;  12.2;  980.20;   16.0;   67.50;   18.9;   13.7;   11.0;eor
       4336;20180711;   10;   8.2;   2.4;    3;   0.0;   6;    6.967;   0;   4.0;  12.2;  979.61;   15.6;   70.38;   20.9;   10.8;    8.8;eor
       4336;20180712;   10;   7.9;   1.8;    3;   0.0;   0;    6.633;   0;   4.5;  13.9;  980.67;   18.3;   67.33;   24.4;   13.9;   11.1;eor
       4336;20180713;   10;   7.2;   1.9;    3;   0.0;   0;   12.783;   0;   1.4;  14.2;  982.00;   20.4;   61.88;   27.3;   12.2;    9.5;eor
       4336;20180714;   10;   6.7;   2.4;    3;   0.0;   0;   13.283;   0;   2.3;  14.1;  980.85;   22.1;   55.08;   28.5;   14.8;   11.1;eor
       4336;20180715;   10;  13.4;   2.7;    3;   5.1;   6;    9.983;   0;   4.7;  15.1;  978.46;   19.8;   67.58;   28.2;   14.8;   12.6;eor
       4336;20180716;   10;   7.0;   1.5;    3;   0.0;   6;   13.600;   0;   3.7;  15.4;  976.35;   20.4;   67.17;   27.6;   13.3;   11.0;eor
       4336;20180717;   10;  15.1;   2.3;    3;   0.5;   6;   12.250;   0;   3.6;  15.1;  978.17;   21.1;   62.54;   27.8;   13.8;   11.0;eor
       4336;20180718;   10;   6.7;   2.2;    3;   0.0;   0;   12.317;   0;   3.5;  13.2;  980.46;   21.2;   55.04;   26.9;   14.9;   11.4;eor
       4336;20180719;   10;   6.7;   2.4;    3;   0.0;   0;   12.917;   0;   3.5;  12.8;  979.77;   21.1;   53.33;   27.7;   13.9;   10.4;eor
       4336;20180720;   10;  11.0;   2.1;    3;   0.8;   6;   10.433;   0;   4.9;  13.7;  976.05;   22.0;   53.71;   29.0;   15.2;   10.7;eor
       4336;20180721;   10;   8.6;   3.2;    3;   0.0;   0;    3.667;   0;   6.7;  16.9;  975.31;   19.6;   74.83;   24.4;   15.7;   13.3;eor
       4336;20180722;   10;   7.7;   2.3;    3;   0.0;   0;    9.050;   0;   6.1;  16.1;  977.55;   20.6;   68.08;   26.6;   15.6;   13.3;eor
       4336;20180723;   10;   6.2;   1.7;    3;   0.0;   0;   12.083;   0;   1.1;  15.6;  979.99;   21.6;   63.29;   27.7;   13.9;   11.0;eor
       4336;20180724;   10;   7.2;   2.2;    3;   0.0;   0;   13.933;   0;   0.4;  15.6;  977.48;   23.8;   55.71;   30.7;   17.0;   12.4;eor
       4336;20180725;   10;   7.5;   1.7;    3;   0.0;   0;   13.000;   0;   1.4;  15.1;  977.47;   25.4;   50.13;   32.6;   16.4;   13.3;eor
       4336;20180726;   10;   8.1;   2.7;    3;   0.0;   0;   14.350;   0;   1.4;  15.4;  977.28;   26.7;   46.33;   33.4;   19.1;   14.6;eor
       4336;20180727;   10;   7.4;   1.9;    3;   0.0;   6;   14.383;   0;   1.8;  14.0;  974.94;   26.2;   44.00;   32.9;   17.5;   13.5;eor
       4336;20180728;   10;  13.2;   3.9;    3;   0.2;   6;    6.900;   0;   5.3;  16.5;  973.90;   22.6;   60.63;   28.5;   17.0;   14.3;eor
       4336;20180729;   10;   8.7;   2.3;    3;   0.0;   0;   10.067;   0;   4.6;  15.6;  977.46;   22.9;   59.46;   30.1;   15.7;   13.5;eor
       4336;20180730;   10;   9.8;   1.6;    3;   0.0;   0;   13.300;   0;   2.9;  16.3;  978.72;   24.5;   56.63;   32.1;   15.8;   13.0;eor
       4336;20180731;   10;   8.4;   2.5;    3;   0.5;   6;   13.467;   0;   1.8;  16.7;  979.94;   24.8;   56.29;   31.9;   16.9;   14.0;eor
       4336;20180801;   10;  10.6;   2.3;    3;  10.5;   6;    3.183;   0;   6.7;  19.2;  983.19;   19.8;   83.71;   24.3;   15.8;   13.9;eor
       4336;20180802;   10;   5.7;   1.5;    3;   0.0;   0;   12.867;   0;   1.3;  17.8;  984.28;   22.7;   68.92;   30.6;   14.4;   13.0;eor
       4336;20180803;   10;   7.7;   2.8;    3;   0.0;   0;   13.483;   0;   0.5;  18.0;  982.49;   26.1;   55.21;   33.3;   18.8;   15.0;eor
       4336;20180804;   10;   7.4;   1.8;    3;   0.0;   0;   10.350;   0;   2.2;  17.4;  980.54;   26.7;   51.96;   33.9;   17.9;   14.8;eor
       4336;20180805;   10;   8.7;   3.7;    3;   0.0;   0;   13.050;   0;   2.8;  15.9;  982.05;   25.0;   51.58;   30.2;   19.5;   16.6;eor
       4336;20180806;   10;  12.5;   3.5;    3;   0.0;   0;   14.233;   0;   1.4;  13.8;  978.47;   24.9;   45.96;   32.8;   17.4;   16.0;eor
       4336;20180807;   10;  13.4;   3.5;    3;   0.0;   6;   11.533;   0;   3.4;  16.8;  974.30;   26.9;   48.00;   34.7;   19.0;   16.1;eor
       4336;20180808;   10;  20.7;   3.9;    3;   0.9;   6;    5.700;   0;   6.1;  17.5;  976.54;   22.7;   63.79;   25.7;   17.9;   15.2;eor
       4336;20180809;   10;  19.2;   5.2;    3;  11.8;   6;    5.300;   0;   5.8;  17.5;  976.83;   20.7;   72.63;   29.2;   14.2;   13.1;eor
       4336;20180810;   10;  11.0;   4.0;    3;   0.0;   6;    9.567;   0;   3.7;  12.0;  985.75;   17.1;   64.25;   23.3;   11.8;    8.6;eor
       4336;20180811;   10;  10.8;   2.9;    3;   0.0;   0;    9.483;   0;   4.5;  11.1;  985.69;   16.8;   59.71;   23.0;   11.9;    8.1;eor
       4336;20180812;   10;   8.2;   2.0;    3;   3.8;   6;   14.067;   0;   2.8;  11.0;  978.63;   19.6;   51.83;   28.1;   10.2;    6.6;eor
       4336;20180813;   10;  13.7;   3.9;    3;  19.4;   6;    2.133;   0;   5.8;  16.6;  973.03;   18.0;   80.25;   22.6;   14.5;   12.0;eor
       4336;20180814;   10;   9.6;   3.1;    3;   0.0;   0;    7.567;   0;   3.5;  15.6;  979.19;   17.4;   79.67;   22.1;   12.8;    9.5;eor
       4336;20180815;   10;   6.7;   1.8;    3;   0.0;   0;    5.267;   0;   4.5;  15.3;  982.85;   17.9;   76.25;   23.3;   12.7;   10.3;eor
       4336;20180816;   10;   5.1;   1.4;    3;   0.0;   0;   13.650;   0;   2.0;  15.1;  979.00;   20.8;   64.33;   28.6;   11.9;    9.2;eor
       4336;20180817;   10;  10.3;   2.7;    3;   0.3;   6;   11.867;   0;   4.1;  16.5;  978.88;   21.1;   67.33;   27.6;   15.1;   12.1;eor
       4336;20180818;   10;   7.0;   2.1;    3;   0.0;   0;   13.450;   0;   2.0;  12.5;  984.60;   19.3;   59.29;   25.7;   13.4;   10.3;eor
       4336;20180819;   10;   8.2;   2.1;    3;   0.0;   0;   13.283;   0;   1.7;  13.2;  984.02;   19.7;   60.33;   27.8;   10.9;    8.2;eor
       4336;20180820;   10;   7.2;   2.3;    3;   0.0;   0;   10.983;   0;   2.7;  16.2;  982.74;   20.2;   69.71;   26.7;   13.8;   11.1;eor
       4336;20180821;   10;  10.3;   1.7;    3;   0.0;   0;   10.400;   0;   3.3;  16.4;  982.00;   21.9;   64.75;   28.7;   16.1;   13.5;eor
       4336;20180822;   10;   6.9;   2.1;    3;   0.0;   0;   13.117;   0;   1.2;  15.6;  979.57;   23.4;   56.92;   31.4;   15.6;   12.2;eor
       4336;20180823;   10;  14.4;   2.2;    3;   2.9;   6;    8.450;   0;   3.5;  17.5;  976.64;   21.4;   71.54;   30.1;   15.7;   12.9;eor
       4336;20180824;   10;  10.5;   3.9;    3;   2.8;   6;    1.767;   0;   6.2;  13.7;  976.64;   15.6;   77.08;   18.7;   11.9;    7.6;eor
       4336;20180825;   10;   9.8;   4.0;    3;   1.4;   6;    4.850;   0;   4.3;  10.3;  976.60;   12.7;   71.25;   17.6;    6.6;    3.6;eor
       4336;20180826;   10;  11.8;   1.9;    3;   2.4;   6;   10.367;   0;   3.9;   8.8;  979.39;   13.7;   60.21;   20.5;    5.1;    2.3;eor
       4336;20180827;   10;  10.3;   3.5;    3;   1.3;   6;    0.017;   0;   7.0;  14.5;  978.32;   15.0;   83.96;   18.4;   11.3;   10.1;eor
       4336;20180828;   10;   5.0;   1.6;    3;   0.0;   0;   11.367;   0;   3.8;  13.8;  981.16;   16.5;   75.71;   23.9;    9.4;    7.5;eor
       4336;20180829;   10;  13.7;   3.5;    3;   2.3;   6;    5.600;   0;   5.5;  15.7;  976.95;   18.3;   74.63;   24.6;   11.8;    8.6;eor
       4336;20180830;   10;   9.4;   2.7;    3;   3.1;   6;    0.850;   0;   7.4;  15.4;  983.02;   15.5;   87.50;   18.8;   13.4;   12.0;eor
       4336;20180831;   10;   7.7;   2.4;    3;   0.0;   6;    1.367;   0;   7.0;  11.2;  983.56;   15.0;   66.54;   18.7;   11.3;    8.4;eor
       4336;20180901;   10;   9.4;   3.8;    3;   0.0;   0;   11.283;   0;   1.5;   9.3;  986.25;   15.0;   55.88;   20.8;    8.9;    4.9;eor
       4336;20180902;   10;  11.8;   4.2;    3;   0.0;   0;    2.417;   0;   5.1;  11.4;  984.28;   15.2;   65.21;   18.2;   10.1;    6.0;eor
       4336;20180903;   10;   6.2;   2.0;    3;   0.0;   0;    1.950;   0;   7.0;  14.5;  979.61;   16.8;   76.25;   21.9;   14.0;   11.3;eor
       4336;20180904;   10;   4.6;   1.2;    3;   0.0;   0;    7.483;   0;   4.3;  15.1;  978.90;   18.4;   74.08;   24.6;   11.9;    9.1;eor
       4336;20180905;   10;   5.7;   1.7;    3;   0.0;   0;    9.017;   0;   1.6;  15.9;  978.52;   19.9;   71.25;   26.6;   13.4;   10.1;eor
       4336;20180906;   10;   7.7;   2.1;    3;   0.0;   6;    5.933;   0;   5.8;  16.7;  975.06;   18.2;   80.58;   23.7;   13.4;   10.7;eor
       4336;20180907;   10;   9.8;   3.7;    3;   0.3;   6;    1.500;   0;   5.9;  14.4;  978.53;   15.0;   84.63;   18.7;    8.0;    4.4;eor
       4336;20180908;   10;   8.1;   1.5;    3;   0.0;   0;   12.467;   0;   2.3;  10.5;  983.38;   13.6;   71.08;   21.1;    5.7;    2.2;eor
       4336;20180909;   10;   5.8;   1.4;    3;   0.0;   0;   12.200;   0;   4.6;  10.8;  984.09;   16.8;   60.88;   25.0;    8.2;    4.5;eor
       4336;20180910;   10;  10.3;   2.6;    3;   0.0;   0;   11.000;   0;   5.9;  12.4;  985.22;   18.8;   59.25;   27.1;   11.2;    7.2;eor
       4336;20180911;   10;   9.9;   2.0;    3;   0.0;   0;   12.483;   0;   3.0;  12.0;  986.84;   18.5;   60.71;   27.1;   10.2;    6.6;eor
       4336;20180912;   10;   9.3;   2.2;    3;   0.0;   0;   12.033;   0;   1.7;  12.9;  983.21;   20.8;   54.96;   29.2;   12.9;    8.8;eor
       4336;20180913;   10;-999;   1.9;    3;   0.6;   6;    0.017;   0;   6.9;  16.4;  981.72;   16.8;   85.58;   20.3;   14.6;   13.2;eor
       4336;20180914;   10;   5.7;-999;    3;   0.0;   0;    2.100;   0;   6.5;  14.1;  982.89;   16.0;   77.71;   21.1;   10.3;    5.8;eor
       4336;20180915;   10;   7.2;   2.1;    3;   0.0;   0;   10.217;   0;   2.0;  10.4;  986.70;   13.6;   69.96;   21.0;    7.0;    3.6;eor
       4336;20180916;   10;   7.2;   2.4;    3;   0.0;   0;   11.367;   0;   3.6;  10.9;  984.37;   16.3;   61.46;   25.0;    8.5;    5.1;eor
       4336;20180917;   10;   6.9;   1.9;    3;   0.0;   0;   12.067;   0;   3.8;  11.6;  981.71;   18.5;   59.63;   27.9;    9.5;    5.6;eor
       4336;20180918;   10;  12.2;   3.3;    3;   1.7;   6;   10.767;   0;   2.1;  15.0;  979.03;   21.2;   60.33;   29.7;   14.1;    9.1;eor
       4336;20180919;   10;  11.1;   2.1;    3;   0.0;   0;   10.600;   0;   2.1;  15.6;  982.15;   20.5;   67.42;   28.6;   13.3;   10.5;eor
       4336;20180920;   10;   9.8;   2.4;    3;   0.0;   0;   11.100;   0;   2.9;  15.1;  980.87;   19.6;   69.13;   26.9;   12.2;    9.1;eor
       4336;20180921;   10;  15.9;   5.3;    3;   1.6;   6;    1.483;   0;   6.2;  12.9;  976.60;   15.9;   70.96;   22.8;   10.1;    7.1;eor
       4336;20180922;   10;   9.6;   3.3;    3;   2.1;   6;    4.150;   0;   7.1;   9.5;  984.05;   12.1;   68.54;   17.3;    7.3;    3.8;eor
       4336;20180923;   10;  25.9;   6.3;    3;  18.5;   6;    0.000;   0;   7.6;  14.9;  976.83;   13.9;   91.13;   18.6;    8.6;    7.8;eor
       4336;20180924;   10;   7.4;   2.8;    3;   0.0;   0;    8.150;   0;   2.5;   8.4;  994.57;    9.4;   73.04;   15.4;    4.4;    1.3;eor
       4336;20180925;   10;  10.1;   4.0;    3;   0.0;   0;   11.500;   0;   2.2;   7.4;  998.39;    8.7;   68.58;   14.9;    3.1;   -0.3;eor
       4336;20180926;   10;   7.7;   2.2;    3;   0.0;   0;   11.600;   0;   4.0;   7.1;  995.43;   10.3;   59.00;   19.4;    2.2;   -1.2;eor
       4336;20180927;   10;   5.1;   1.5;    3;   0.0;   0;   11.550;   0;   0.1;   9.6;  989.93;   13.4;   66.33;   23.5;    3.9;    0.3;eor
       4336;20180928;   10;  14.1;   3.1;    3;   0.0;   6;    9.733;   0;   3.3;  10.0;  985.56;   13.0;   70.42;   20.8;    6.2;    2.4;eor
       4336;20180929;   10;  12.2;   5.4;    3;   0.0;   0;   11.233;   0;   4.3;   6.9;  986.83;   10.5;   56.38;   16.0;    5.8;    3.9;eor
       4336;20180930;   10;   5.7;   2.5;    3;   0.0;   6;   11.083;   0;   0.8;   8.3;  979.23;   11.2;   62.88;   19.2;    3.7;    0.8;eor
       4336;20181001;   10;  11.8;   3.3;    3;   0.4;   6;    2.983;   0;   5.4;   8.4;  981.10;    8.7;   75.08;   14.6;    3.7;   -0.2;eor
       4336;20181002;   10;  13.9;   4.6;    3;   2.1;   6;    0.000;   0;   6.8;   8.8;  985.23;    7.2;   86.21;   10.1;    2.4;   -1.0;eor
       4336;20181003;   10;   7.5;   3.2;    3;   0.0;   6;    3.950;   0;   5.8;  11.6;  987.76;   11.3;   87.21;   16.7;    5.5;    1.9;eor
       4336;20181004;   10;   7.7;   2.1;    3;   0.0;   0;   10.983;   0;   0.3;   9.3;  988.39;   10.7;   74.63;   18.6;    3.5;    0.2;eor
       4336;20181005;   10;   6.2;   2.5;    3;   0.0;   0;   11.050;   0;   0.5;  10.8;  981.42;   13.7;   70.54;   22.2;    5.7;    2.2;eor
       4336;20181006;   10;   8.7;   2.9;    3;   0.0;   6;    5.383;   0;   4.2;  12.2;  974.33;   15.2;   71.08;   20.6;    9.0;    5.3;eor
       4336;20181007;   10;   8.7;   2.7;    3;   0.0;   0;    4.750;   0;   3.7;  12.6;  977.91;   13.9;   79.75;   19.6;    8.9;    6.3;eor
       4336;20181008;   10;   6.7;   2.6;    3;   0.0;   0;   10.117;   0;   1.8;  11.6;  982.93;   13.1;   77.63;   20.5;    7.5;    6.1;eor
       4336;20181009;   10;   7.2;   2.5;    3;   0.0;   0;    8.400;   0;   3.6;  12.7;  983.48;   13.8;   81.54;   20.6;    8.5;    4.2;eor
       4336;20181010;   10;  10.3;   3.9;    3;   0.0;   0;   10.033;   0;   0.3;  13.1;  978.63;   14.5;   80.29;   19.7;   10.0;    6.8;eor
       4336;20181011;   10;   6.3;   2.3;    3;   0.0;   6;    6.050;   0;   3.7;  12.8;  977.07;   14.9;   76.33;   21.3;    8.9;    4.8;eor
       4336;20181012;   10;   9.8;   3.1;    3;   0.0;   0;    9.367;   0;   5.0;  14.1;  983.82;   18.7;   67.21;   25.0;   13.8;    9.3;eor
       4336;20181013;   10;   4.6;   1.8;    3;   0.0;   0;   10.433;   0;   0.9;  13.0;  982.31;   18.0;   65.29;   25.3;   12.4;    8.1;eor
       4336;20181014;   10;   7.7;   2.0;    3;   0.0;   0;   10.267;   0;   1.5;  12.9;  975.23;   17.7;   65.46;   24.7;   12.1;    7.7;eor
       4336;20181015;   10;   6.5;   2.1;    3;   0.0;   0;   10.033;   0;   1.0;  11.2;  976.48;   16.3;   63.04;   23.6;    9.8;    6.2;eor
       4336;20181016;   10;   8.1;   2.0;    3;   0.0;   0;    8.333;   0;   2.1;  11.0;  980.78;   15.1;   66.00;   23.3;    8.5;    3.2;eor
       4336;20181017;   10;   5.7;   2.5;    3;   0.0;   0;    9.500;   0;   5.2;  11.5;  981.08;   15.1;   68.71;   22.5;    8.4;    4.4;eor
       4336;20181018;   10;  10.3;   4.2;    3;   0.0;   0;    9.317;   0;   3.2;  12.1;  982.56;   14.5;   73.50;   20.3;   10.3;    5.7;eor
       4336;20181019;   10;   9.1;   4.0;    3;   0.0;   0;    9.467;   0;   2.3;  11.4;  984.82;   12.6;   78.83;   18.3;    9.0;    4.9;eor
       4336;20181020;   10;   7.9;   2.7;    3;   0.0;   0;    8.100;   0;   3.8;  10.3;  990.02;   11.4;   77.42;   17.5;    5.7;    1.5;eor
       4336;20181021;   10;   9.1;   3.6;    3;   0.0;   0;    9.967;   0;   0.9;   8.0;  989.07;    9.5;   70.00;   16.4;    4.8;    2.0;eor
       4336;20181022;   10;   8.7;   3.8;    3;   0.0;   0;    6.017;   0;   3.4;   8.5;  990.75;   10.1;   69.71;   16.1;    4.9;   -0.3;eor
       4336;20181023;   10;  12.7;   4.1;    3;   0.0;   0;    3.500;   0;   5.3;   7.8;  990.21;    7.4;   77.54;   13.1;    1.2;   -2.1;eor
       4336;20181024;   10;  10.3;   4.4;    3;   0.7;   6;    0.000;   0;   7.8;  11.6;  987.38;   10.7;   89.50;   12.5;    8.5;    7.8;eor
       4336;20181025;   10;   7.9;   3.4;    3;   0.2;   6;    0.817;   0;   7.2;  11.3;  982.49;   11.0;   85.21;   13.5;    5.6;    1.6;eor
       4336;20181026;   10;  10.8;   4.3;    3;   0.1;   6;    0.000;   0;   7.3;   9.0;  973.41;    8.4;   82.17;   10.0;    6.4;    5.0;eor
       4336;20181027;   10;   7.7;   3.0;    3;   0.0;   6;    1.333;   0;   7.4;   7.0;  970.90;    5.8;   75.63;    8.0;    3.7;    1.3;eor
       4336;20181028;   10;  15.6;   6.6;    3;   0.1;   6;    0.083;   0;   7.8;   6.6;  970.16;    4.6;   77.67;    6.1;    3.5;    3.0;eor
       4336;20181029;   10;  17.0;   5.8;    3;   3.2;   6;    0.000;   0;   8.0;   7.2;  960.07;    4.3;   87.04;    5.3;    3.4;    3.0;eor
       4336;20181030;   10;  18.3;   7.7;    3;   4.5;   8;    0.000;   0;   6.5;   7.2;  959.32;    3.8;   88.71;    5.6;    1.5;    0.6;eor
       4336;20181031;   10;   9.1;   3.4;    3;   0.0;   6;    0.067;   0;   5.3;   7.5;  975.04;    5.6;   82.92;    9.6;    0.0;   -2.2;eor
       4336;20181101;    3;   9.9;   2.7;    3;   2.7;   6;    2.050;   0;   6.8;   8.9;  974.64;    7.0;   88.21;   10.6;    3.4;    0.8;eor
       4336;20181102;    3;   9.4;   2.5;    3;   0.0;   0;    6.200;   0;   5.0;   9.0;  984.47;    7.9;   84.75;   12.9;    3.7;   -0.1;eor
       4336;20181103;    3;   8.2;   3.6;    3;   0.0;   0;    8.250;   0;   5.8;   7.6;  987.69;    7.0;   76.50;   11.8;    2.8;   -0.3;eor
       4336;20181104;    3;   9.1;   3.6;    3;   0.0;   0;    6.150;   0;   6.4;   9.6;  977.65;    9.6;   80.42;   13.3;    7.6;    7.2;eor
       4336;20181105;    3;   9.3;   2.5;    3;   0.0;   0;    5.000;   0;   5.3;  10.3;  971.17;    9.7;   85.50;   14.2;    5.6;    2.4;eor
       4336;20181106;    3;   6.7;   2.5;    3;   0.0;   0;    4.317;   0;   6.7;  10.1;  970.51;    9.4;   85.63;   14.1;    5.5;    3.9;eor
       4336;20181107;    3;  13.4;   3.8;    3;   2.6;   6;    3.567;   0;   6.3;   9.9;  974.10;   12.0;   71.75;   16.9;    9.4;    5.3;eor
       4336;20181108;    3;   8.6;   3.0;    3;   0.1;   6;    1.700;   0;   7.2;   9.9;  981.66;    9.6;   82.46;   12.3;    7.4;    5.1;eor
       4336;20181109;    3;   7.2;   2.5;    3;   0.4;   6;    0.200;   0;   6.5;  10.3;  976.34;   10.8;   79.88;   14.7;    6.9;    4.0;eor
       4336;20181110;    3;  13.7;   4.6;    3;  17.6;   6;    0.000;   0;   7.8;  11.7;  970.20;   12.2;   82.63;   13.7;   10.6;    9.9;eor
       4336;20181111;    3;  11.3;   4.4;    3;   0.0;   6;    4.800;   0;   5.6;  11.5;  973.38;   12.3;   80.79;   16.1;    9.0;    7.8;eor
       4336;20181112;    3;  12.9;   3.8;    3;  16.8;   6;    1.417;   0;   7.0;  12.6;  978.34;   14.6;   76.75;   19.0;   11.3;    9.5;eor
