MESS_DATUM,  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,  Bedeckungsgrad,Dampfdruck,  Luftdruck,Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m,Temp_min_5cm
19561112,6.1,1.8,1,0,6,8.3,972.6,6,88,7.6,5.2,4.1
19561113,11.3,4.4,0,0,7.7,8.1,977.9,6,86,8,4.3,2.7
19561114,8.3,2.6,0,0,8,6.4,979.1,3,85,5.5,2.6,3.3
19561115,3,1.1,1,0,7.7,6.8,983.9,3.2,89,4.1,1.7,1.6
19561116,3.5,0.4,1,0,7,7.5,988,4,94,6.5,-1.8,-3.6
19561117,4,1.1,1,0,7,8,985.2,5.4,89,7.9,3.5,2.6
19561118,7.3,4.1,0,0,5.3,7.9,980.2,4.8,92,6.4,3.5,3.3
19561119,12.2,5.9,0,0,8,6.7,975.9,4.3,78,6.1,3.2,1.9
19561120,9.5,5.6,0,0,3.3,4.9,979,-0.8,82,3.2,-2,-2.9
19561121,13.9,6.8,0,0,0.7,3.2,983.9,-2.2,62,0.2,-5.1,-5.9
19561122,10,4.8,0,0,1,3.1,979.5,-3.7,65,-0.4,-6.2,-7.5
19561123,8.3,4.3,7,0,7,4,981.1,-3,83,-1.8,-5.4,-8.2
19561124,6.6,2.9,0,0,5,4,988.3,-3.2,80,-0.8,-4.3,-3.1
19561125,15,4.6,8,0,6.3,4.5,985.8,-2.1,88,-0.5,-8,-11
19561126,17.5,7,1,0,8,8,976.4,4.6,97,6.4,-0.5,-0.5
19561127,18.6,7.8,1,0,7,8.4,968.7,6,89,7.8,5.1,5.4
19561128,20.4,6.7,8,0,7.3,6.9,957.9,3.2,86,7.3,1.1,3.3
19561129,12,5.2,7,0,4.3,5.7,964.7,0.4,90,1.6,-0.1,-0.6
19561130,7.8,2.6,1,0,3,5.3,978.3,0.4,84,3.1,-1.3,-3.3
19561201,3.5,1.3,0,0,1,4.5,987.8,-2.6,86,2.1,-4.8,-7.5
19561202,6.9,2.3,1,0,8,5.2,988.7,-1.1,96,0.2,-5.5,-7.3
19561203,9.3,3.8,1,0,8,8.1,988.2,4.4,99,7,0.2,0.1
19561204,9.1,4.6,1,0,8,9.6,987.9,6.8,97,7.4,4.5,4.4
19561205,12.5,6,1,0,7.7,8.4,984.4,6.1,89,6.9,5.6,5.2
19561206,11.9,4.5,1,0,8,9.9,985.4,7.4,95,8.2,4.8,4.6
19561207,7.6,2,1,0,8,9.3,990,6.3,97,7.4,5.1,2.4
19561208,3,1.3,0,0,7.7,10.4,990.2,7.7,99,9.5,6.2,6.2
19561209,7.1,3.2,1,0,7.3,8.7,987.5,5.6,93,7.9,4.8,4.4
19561210,8.8,3.3,1,0,8,7.7,987.1,4,96,4.8,3.3,3.1
19561211,11.6,4.9,1,0,8,8.3,983.9,5.1,94,5.7,3.9,3.9
19561212,12.5,6.3,1,0,8,9.2,979.6,6.9,95,8.2,4.7,4.4
19561213,14,6.5,1,0,7,8.7,978,6.9,84,9,5.4,7.5
19561214,11.4,6.1,1,0,8,8.4,978,5.9,90,6.7,5.2,4.6
19561215,16.9,7.7,1,0,8,8.7,974.4,9,77,9.6,5.7,5
19561216,13.9,6.2,0,0,4.3,8.8,977.9,9.2,75,11.3,5.5,5.4
19561217,12.1,4.4,0,0,0.7,7.6,984.8,8.6,68,12.1,6.1,3.6
19561218,9.7,2.8,0,0,0,7.5,987.2,7.1,73,10.5,5.2,1.5
19561219,6.5,2.6,1,0,3,7.1,987.5,4.2,84,9.3,1,-1.6
19561220,6.4,2.7,8,0,8,6.3,986.7,1,93,3.1,0.1,1.5
19561221,4.9,1.2,1,0,8,6.5,984.8,1.5,95,2.6,0,0
19561222,6.6,2.4,7,0,8,5.6,980.7,-0.1,92,1.6,-1.1,-1.4
19561223,3.8,1.1,0,1,5,4.7,979.5,-2.2,89,1.1,-4.4,-8
19561224,4.8,1.1,0,1,3.3,4,979.2,-4.2,91,-2.2,-7.5,-8.8
19561225,4.6,1.6,7,0,5,3.7,980.2,-4,82,-2.2,-6.2,-9.6
19561226,9.4,3.8,7,0,7.3,3.7,976.4,-4.3,87,-3.3,-8.2,-9.1
19561227,6.7,3.4,0,1,4.7,5.3,978.2,-0.3,89,2.2,-3.3,-3.4
19561228,11.6,5.5,8,0,7.7,4.1,974,-4.4,92,-0.9,-5.4,-4.5
19561229,8.2,3.5,8,1,8,6.1,971,0.3,98,3,-4.7,-6.5
19561230,7.8,4.6,1,0,7.3,6.3,968.6,1.2,92,3,0.1,-0.7
19561231,8.1,4.5,0,0,4.3,4.3,969.2,-3.5,89,0.5,-4.3,-4
19570101,9.5,3.4,1,0,7.7,4.3,966.7,-2.6,85,-1.5,-5.6,-5.9
19570102,4.6,1,1,0,8,6.7,973.2,1.2,97,2.2,-1.6,-1.6
19570103,12.9,5,1,0,7.7,6.9,979,2.5,96,3.6,-0.6,-2.2
19570104,12,5,1,0,8,9.5,983.9,6.8,97,8.4,3.6,2.1
19570105,12.6,6.7,1,0,8,11.2,985.8,9.1,97,9.7,7.3,7.2
19570106,15,6.2,1,0,5.3,10,986.3,7.8,91,9.9,6.4,8.4
19570107,7.4,3.1,1,0,8,6.9,998.2,2.3,96,6.4,1.6,-0.4
19570108,6.3,1.5,0,0,4,6,994.2,0.9,91,5,-1.5,-1
19570109,6.6,1.5,1,0,2.3,5.1,985.8,-0.9,88,2.4,-3.6,-6.6
19570110,7.4,2.2,7,0,5.3,5.7,984.6,-0.3,97,0.6,-3,-6.6
19570111,8.7,2,8,5,5,5.3,991.5,-0.8,93,1.5,-3,-9.8
19570112,13.4,4.8,7,3,8,5.7,977.4,-0.2,97,0.1,-3,-7.4
19570113,8.2,3.4,8,9,8,6.3,964.8,0.8,97,1.4,0.1,-0.7
19570114,15.6,6.8,7,4,5.7,5.2,972.6,-0.6,85,1.4,-2,-0.1
19570115,16.7,7.3,7,4,7.3,3.6,981.9,-4.4,78,-2,-5.4,-3.4
19570116,15.5,7.6,7,4,4.3,2.8,987.1,-5.8,72,-3.8,-7.3,-7.9
19570117,16.3,8.7,0,4,0,2.8,985.8,-5.4,70,-3.5,-7.1,-8.1
19570118,14.2,6.8,0,3,1,3.5,987,-3.3,72,-1.1,-7.2,-8.5
19570119,12,5.8,0,3,5.7,4.5,989,-1.9,86,0,-5,-6.3
19570120,6.2,2.5,0,2,2.7,3.5,988.7,-7,87,-0.6,-10.7,-9.4
19570121,3.7,0.8,0,2,0,3.2,986.2,-5.6,83,-2,-11,-13.8
19570122,5.1,1.5,0,2,1,3.5,980.4,-0.8,62,2.7,-7.4,-12.1
19570123,7.2,2.7,0,2,2,3.6,971.5,-3.5,76,0.6,-7.5,-9.8
19570124,8.3,2.1,7,2,5.3,4.5,969.2,-0.8,82,1.6,-6.7,-10.7
19570125,8.9,3.5,8,4,7.3,5.9,972.3,0.2,92,1.6,-0.4,-0.4
19570126,10.4,4.8,8,2,8,6.7,977.9,2.2,94,3.5,-1.5,-5
19570127,15.6,5.2,1,0,7,8,985,4.4,92,6.1,3.3,2.4
19570128,16.8,2.9,1,0,3.7,6.4,993.6,1.4,95,3.9,-0.2,-2.6
19570129,6.2,0.8,1,0,0.7,4.9,987.9,3.8,62,9.8,-1.6,-6.5
19570130,7.2,2.9,1,0,7.3,6.8,986.7,2.3,95,4.3,-0.2,-2.4
19570131,11.4,4,1,0,7.7,6.9,982,3.8,87,4.4,-0.1,-0.9
19570201,14.5,5.9,1,0,7.7,9.1,980,9.4,77,10.6,3.6,3
19570202,7.8,2.8,0,0,2,9.1,983.9,11.1,68,14.8,8.3,7
19570203,9.3,2.6,1,0,6,8.5,982,8.6,79,12,5,1.5
19570204,8.5,3.4,0,0,2.3,8.5,982.3,8.3,78,12.6,5.1,2.9
19570205,11.9,4.5,1,0,3.7,7.6,977.8,8.3,71,11.4,4.4,1.9
19570206,12.6,5.1,1,0,8,9.3,975.1,7.1,91,9.1,6.5,6.3
19570207,9.5,3.1,0,0,6,7.9,979,6.2,83,9.4,4.9,3.5
19570208,12.8,5.8,1,0,7.7,8.3,969,8.4,75,10.8,5.2,3.2
19570209,12.6,5.2,1,0,7,8.7,970,6.4,88,8.7,5.3,5.8
19570210,13.5,5.5,1,0,7.7,7.9,969.5,5.6,87,6.5,3.5,2.3
19570211,10.6,4.9,1,0,6.7,7.2,977.4,5.2,81,6.7,3.9,3.8
19570212,12.3,6.1,1,0,7.3,7.3,965.1,4.2,87,7.3,3.4,3
19570213,22.8,8.8,1,0,7.3,8.3,950.3,6.2,88,7.5,3,2.7
19570214,18.5,7.3,1,0,7,6.5,950.4,5,76,7.5,3.4,4.2
19570215,15,5.4,1,0,7.7,7.2,946,3.2,91,5.7,2.3,2
19570216,11.3,4.2,8,0,6.3,5.7,959.6,2.1,80,5.7,1,0.1
19570217,13.2,4.5,8,0,5.3,5.9,963.5,3,76,6.7,0.2,-1
19570218,7.9,3.3,7,0,6,5.6,961.9,2.2,76,6.3,0.7,-1.8
19570219,11.5,4.6,7,0,5,5.9,970.8,2.2,82,5.5,-1,-2.5
19570220,14,5.6,8,0,8,6.4,964.2,2.9,83,5.4,1.6,0
19570221,11.6,3.5,0,1,2.3,4.5,978.7,1.3,68,4.7,-1,-2.5
19570222,9.6,3.7,0,0,4.7,4.4,973,1.3,67,5.5,-2,-5.5
19570223,8.7,2.7,1,0,7.3,6.1,970.7,1.6,90,3.5,-3.1,-5.4
19570224,14.7,4.3,1,0,8,9.2,964.2,6.5,96,6.8,2.7,2.3
19570225,18,5.8,1,0,5.3,10,965.6,7.8,90,10,6,6
19570226,6.6,2.4,1,0,5,7.9,976.8,5.9,85,8.4,4.2,1.8
19570227,8,2.5,0,0,4.7,6.3,986.7,3.8,76,6.4,2.3,1.7
19570228,8.3,3.7,0,0,0.7,4.5,993.6,1,68,5.3,-0.6,-3
19570301,11.5,6.2,0,0,1.3,4.3,990.7,1,66,6,-2.3,-3.6
19570302,9,5,0,0,1,3.7,987,2.1,55,8.3,-3.1,-5.7
19570303,7.5,3,0,0,2,4,981.1,5.1,48,11.6,-2.1,-4.1
19570304,4.5,1.4,0,0,2,5.5,975.2,7.2,56,13.4,-0.7,-5.4
19570305,9,3,1,0,3.3,7.2,972.4,7.9,70,12.9,1.7,-2.4
19570306,9.5,2.7,1,0,6.7,8.7,966.6,9,75,12.4,6.2,1.3
19570307,11.5,4.4,1,0,7.7,9.7,967,8.2,88,10.8,7.3,7.3
19570308,5,2.1,1,0,7.7,10.3,972.4,8,95,9.5,5.9,4.4
19570309,6,2.3,1,0,5.3,10.5,977.4,8.2,95,10.7,7.4,7.5
19570310,11,5.7,0,0,5.7,7.5,980.4,7.4,71,12.5,3.6,2.5
19570311,8.6,5.2,0,0,1.3,7.2,981.5,7.9,67,14.2,2.3,0.9
19570312,5.2,2.9,0,0,2.7,8.1,980.2,9.5,68,17.2,2.3,-1.1
19570313,8.8,2.9,0,0,1.7,6.8,980.4,11.2,54,16.8,5,1.2
19570314,10,3.2,1,0,5.3,8.9,982.4,6.9,88,11.5,4.7,1.2
19570315,10.5,4.7,0,0,6.3,8.3,981.2,9.5,73,13.5,3.5,0.6
19570316,12.5,5.4,1,0,8,8.9,979.1,7,89,10.7,6.6,5.6
19570317,14.5,5.7,1,0,8,10.4,973.4,8.6,94,10.8,6.4,6.2
19570318,15.8,6.9,1,0,7.3,10.3,971.2,9.8,85,11.8,7.7,7.5
19570319,15.2,5,1,0,7.7,9.6,973.1,9.6,79,11.2,9.1,8.5
19570320,18.3,4.4,1,0,4.7,9.7,969.6,10.6,77,18.3,5,0.9
19570321,10.3,2.2,1,0,4,7.6,975.4,8.4,70,12.6,4.5,1.8
19570322,9,3.9,1,0,3,7.5,973,10.1,63,15.2,2.5,-1.7
19570323,9.3,3.4,1,0,5.3,9.2,966.8,12.4,65,18.2,7.8,5.9
19570324,11.4,4.3,1,0,8,10.1,972.3,7.6,96,11.9,6.8,7.7
19570325,7.2,2.7,0,0,4.3,7.7,976.6,9.4,68,13.6,5,3.4
19570326,9,3,1,0,4.3,9.3,974.6,10.2,76,14.6,4.7,1.7
19570327,11.3,4.5,1,0,7.7,11.1,976.8,10.7,87,13.5,6.8,4.6
19570328,8.9,4,1,0,7.7,11.1,978,9.6,91,11.3,9.2,8.6
19570329,9.5,2.8,0,0,2.3,7.1,979.2,5.7,77,11.1,3,-0.6
19570330,9.7,3.6,0,0,4.7,7.1,979.2,5.4,79,10.5,0.5,-2.4
19570331,9.2,4.2,0,0,2.7,7.3,977.6,7,75,11.2,3.1,2.5
19570401,12.6,5.4,0,0,1,7.1,975,6.5,74,11.2,1.8,0.1
19570402,6.2,1.4,1,0,4.3,7.9,979,6.6,82,11.4,1.5,-1.8
19570403,9.3,2.4,0,0,4,7.7,984.8,6.8,79,11.2,3.3,-0.6
19570404,10,3.4,0,0,2,9.5,985.1,11.4,72,16.1,2.6,-0.9
19570405,8.4,3.9,0,0,4.7,8.7,978.7,14.2,56,18.8,8.6,7.6
19570406,11.7,2.7,1,0,8,10.3,973.4,9.9,80,16.2,7.7,5.2
19570407,10.3,4.1,1,0,4.3,6.5,977,5.9,71,9.9,4.5,4.3
19570408,15.3,6.1,0,0,0.7,4.4,977.9,4.3,55,8.3,-0.2,-1.7
19570409,13.6,6.2,0,0,0,4.8,970.7,6.1,53,11.2,-0.8,-2.2
19570410,11.7,5.8,0,0,0.7,6,961.8,7,61,14.5,1.5,-0.2
19570411,10.7,3.4,8,0,4.3,5.7,963.6,4.8,66,9.6,1.2,-2
19570412,9.2,2.2,7,0,2.7,5.2,974.4,2.3,73,7.6,-2.3,-6.5
19570413,10.9,2.4,8,0,6,5.3,978.4,2.3,76,7.5,-1.9,-5.1
19570414,9.4,2,8,0,4,4.8,980.2,3.3,64,7,-1.1,-4.4
19570415,5.8,1.1,0,0,4.3,5.7,984.7,5,68,9.5,-2.3,-6.1
19570416,5.9,0.8,0,0,3,6.8,985.1,9.6,60,14.7,1.3,-3.5
19570417,5.1,1.3,0,0,1,7.1,983.1,12.2,51,17.4,3.6,-0.7
19570418,9.4,2.4,1,0,7.7,8.1,981.4,9.6,70,12.9,4.5,1.6
19570419,8.4,3.2,1,0,6,10.5,979.4,9.8,84,12.7,8,8
19570420,6.1,2.1,0,0,4.3,8.1,982.3,7.6,77,12.2,3.6,-0.9
19570421,8.7,3.9,0,0,1,6.8,984.6,9.8,58,14.7,3.4,-0.1
19570422,11.2,5.3,0,0,2.3,6.8,984.4,11.5,52,16.2,3.6,2.1
19570423,10.2,4.6,0,0,5,6.5,983.2,13.4,45,18.3,6,2.6
19570424,9,3.5,0,0,4,7.2,983.6,13.3,48,18,7,6
19570425,14.3,6.4,1,0,5.3,8.4,977.2,12.3,59,16.6,7.9,5.4
19570426,10.7,4.7,0,0,4.3,9.2,976.8,11.9,68,17.2,6,5.4
19570427,11.2,5.8,1,0,5.3,9.2,970.7,14.8,58,19.8,7.2,6.4
19570428,11.1,2.8,1,0,4.3,10.5,972.2,14,66,17.8,9.2,8.2
19570429,10.6,3.8,1,0,3,10.3,969.9,16.2,58,21.6,8.1,4.2
19570430,9.5,3.3,1,0,8,11.2,974.4,10.1,87,15.7,8.7,10
19570501,10.4,5.3,0,0,3.3,6,977.2,8.3,58,12.6,2.9,1.8
19570502,11.2,5,0,0,1,7.5,974.4,10.4,60,15.7,4,1.7
19570503,9.7,3.5,1,0,2,8.3,975,10.5,64,15.3,8,7.1
19570504,8.6,2.6,0,0,3.7,6.7,979.5,7.3,62,11.5,3.8,0.3
19570505,13,3.5,8,0,4,6.4,978.2,2.3,85,6.9,0.2,-3.3
19570506,17.1,3.7,8,0,7,6.1,975.4,2.5,85,7.7,-2.3,-4.4
19570507,15,2.9,8,0,4.7,6,973.4,3.1,79,7.4,-0.7,-2.7
19570508,5.9,1,1,0,5.3,5.9,969.2,5.2,68,8.6,-0.3,-2
19570509,8,3.6,1,0,3.3,6,967,9.9,52,15,0.7,-2.1
19570510,5.6,2,0,0,4,8.4,970.6,12.2,60,17.8,7.2,5.9
19570511,12.2,3.2,1,0,6,10.9,971.2,13.6,68,19.3,8.5,4.1
19570512,10.4,4,1,0,6.3,10.8,974.2,13.2,73,18.2,8.6,7.9
19570513,12,3,1,0,5.3,11.1,979.6,11.6,80,16.1,8.6,7
19570514,5.1,1.8,0,0,1.3,9.5,981.8,14.6,58,19.9,7.7,7.7
19570515,14.5,2.7,1,0,2.7,10.8,977.4,15,63,23.3,9.2,6.4
19570516,14.4,3.5,1,0,7,10.3,978.7,10.6,80,14.4,8.8,10.1
19570517,5.3,1.1,0,0,3.7,8.9,981,12.5,63,17.2,5.1,1.9
19570518,9.6,2.4,1,0,4.3,10.1,973.1,16,57,20.2,7.2,3.4
19570519,9.8,2.9,1,0,6,10.9,973.4,10,87,16.2,8.9,9.4
19570520,5.5,1.9,0,0,3.3,8.9,981.1,9.4,75,13.4,6.1,4.3
19570521,9,2.2,1,0,6.3,9.7,979.9,10.5,75,14.3,6.8,3.8
19570522,7.1,2.5,1,0,4.3,8.9,976.8,9.8,72,13.4,5.6,2.9
19570523,9.8,2.7,1,0,4.3,8.8,972.6,8,81,13,4,3.3
19570524,10.5,3.1,1,0,6.7,9.5,975.2,11.1,75,15.7,4.1,2
19570525,16,8.5,0,0,5,9.2,976.8,12.5,63,16.4,10.7,9.9
19570526,18.2,9.3,0,0,3.3,6,979.1,9.9,49,14.8,6.1,5.1
19570527,17.3,8,0,0,4,5.7,979.5,8.9,50,12.5,3.9,2.7
19570528,15.6,6.3,0,0,1.3,5.7,978.4,8.7,51,13.7,2.8,1.5
19570529,11.7,4.8,0,0,1.3,6.7,979.6,11.5,50,16.5,3.6,2.4
19570530,9,4.1,0,0,0.3,7.7,978.2,14.6,47,20,7.5,4.5
19570531,8,2.3,0,0,3,8.9,977.6,15,52,20.5,7.9,4.3
19570601,5.5,0.9,0,0,1.7,10.3,979.5,16.8,56,21.6,8.2,5
19570602,7.1,2.5,0,0,1.3,11.3,980,17,59,23.7,10.4,8.1
19570603,9.5,2.3,1,0,6.7,12.4,977.5,17.6,61,22.8,10.6,6.8
19570604,15,3.9,1,0,5.7,12.1,977.8,16.6,64,22.7,11,7.6
19570605,14.8,4.9,1,0,4.7,9.3,974.3,13.6,58,18.4,11.7,11.4
19570606,10.1,2.5,0,0,2.3,8.3,972.6,14,54,20.3,4.3,1
19570607,5,0.9,1,0,7.3,10.7,971.6,13.2,70,16.4,9.1,5.2
19570608,15.8,2.2,1,0,7.7,13.9,969.5,15.2,82,22,10.4,6.5
19570609,4.2,1.7,1,0,7,13.2,971,14.1,83,19.2,10.6,10
19570610,10.5,2.1,1,0,6,14.9,968.8,15.6,84,21,9.3,7.6
19570611,8.7,2.4,1,0,8,13.1,975,10.9,95,14.8,9,12
19570612,12.2,4.9,0,0,6,9.9,987.6,13.4,67,16.4,6.7,5.1
19570613,12.9,7.3,0,0,4.3,11.3,986.4,17.4,58,21.6,11,10.2
19570614,15.6,7.4,0,0,2,12,983,21.9,46,26.6,14,13.4
19570615,10.5,5.4,0,0,1.7,12.7,980.7,22.5,48,27.5,15,13.8
19570616,10.2,3.9,1,0,3,14.4,975.4,20.6,60,27.7,14.3,13.3
19570617,6.4,1.7,1,0,5.7,17.1,974,19.5,76,26.2,14.2,12.5
19570618,5.1,1.7,0,0,4.7,17.2,973.4,20.1,73,25,14.6,13.1
19570619,8,2.4,1,0,3.3,17.1,975.2,20.2,71,27,14.5,12.8
19570620,6,2.1,1,0,6,17.7,977.1,19.1,79,24.1,14.9,12.4
19570621,6.6,2.6,1,0,6.3,17.3,973,18.9,77,25.5,15,13.6
19570622,8,3.2,1,0,6.7,16.3,969.5,15.4,92,18.7,14,12.5
19570623,7.2,2.1,1,0,7.3,14.4,970.4,14,88,16.8,12.9,13.2
19570624,9.2,4.2,1,0,8,13.6,967.8,11.8,95,15.2,10.5,10.7
19570625,5.2,2,1,0,6,9.6,979.5,11.6,71,15.5,7.9,7.4
19570626,6.8,1.6,1,0,4.7,10.4,985.4,14.2,65,18.7,7.2,4.8
19570627,4.2,1.2,0,0,2.3,11.5,988.2,17.4,60,22,9,6.4
19570628,3.9,1.5,0,0,0,13.9,986.6,22.8,51,27.3,12,8.7
19570629,5.2,2.5,0,0,0.3,16.3,983.9,23.5,56,29.4,16.2,12.8
19570630,6,2.6,0,0,0.3,16.9,979.9,24.7,54,30.8,16.3,14.6
19570701,7.9,2.7,1,0,4.7,20.4,977.9,21.8,74,30,18.9,15.8
19570702,5,2.2,0,0,3.3,21.2,979,23.2,75,28,16.9,15.3
19570703,5.1,3,0,0,1.7,18.7,975.8,24.7,59,30.4,18.5,16.7
19570704,6.5,3.7,0,0,0.3,16.7,976,26.4,49,32.2,19.1,15.7
19570705,5.3,2.3,0,0,0.3,18.4,979.4,28,50,33.5,19.5,15.7
19570706,6.5,3,0,0,0.3,18,977.5,28.1,48,33.4,20.1,17.2
19570707,6,2.8,1,0,0.7,14.8,977.6,24.9,47,30.6,19.3,16.3
19570708,6.3,2.9,0,0,3.7,18.1,978.6,21.6,71,27.6,16.1,15.5
19570709,5.5,2.3,1,0,4.7,14.1,978.8,20,62,24.8,13.6,12.5
19570710,7.5,2.6,1,0,7.3,14.3,974.7,14.6,85,19.1,12.7,12.4
19570711,6,1.7,0,0,2,12.3,975.9,16.2,69,21.5,10.8,9.1
19570712,8,3,1,0,3.7,14.8,974.7,17.6,72,22.8,11.6,8.3
19570713,6.9,2.9,1,0,6.3,14.7,978.2,17.2,75,21.3,12.1,10.2
19570714,5.6,2.9,1,0,5.7,14,978.4,15,81,20.6,12,10.6
19570715,8.3,3.1,1,0,6.3,13.5,977.1,13.4,87,18.4,9.6,8.3
19570716,6.3,3.1,1,0,6.7,12.4,976.4,13.8,79,17.8,11.7,11
19570717,6.3,1.4,1,0,7.7,12.9,975,16,73,19.9,11.5,8.8
19570718,8.2,3,1,0,7.7,15.2,971.2,16.1,83,19.7,13,11.5
19570719,8.9,4.1,1,0,6.3,12.9,967,14.2,78,20.4,12.3,13.5
19570720,7.9,4.6,1,0,7.7,14.8,968.2,14,91,17.9,11.3,9.8
19570721,8,3.9,1,0,6.3,12.8,967.5,13.2,83,16.1,11.2,10.7
19570722,7.4,2.8,1,0,7.3,13.5,975.4,14.4,84,19.4,11.6,11.3
19570723,6.2,3.2,1,0,7.3,13.5,979.1,14,85,18.2,10,8.9
19570724,7.5,2.3,1,0,7.7,16.7,977.9,15.2,95,20.4,12.7,11.4
19570725,9,4.1,1,0,7,16.7,978.3,17.4,84,21,14.1,12.8
19570726,8.5,4,1,0,7.7,16.5,974.6,15.9,91,19,14,13.3
19570727,12.3,4.9,1,0,6.7,13.1,970.7,12.6,86,17,10.3,11.8
19570728,8.7,4.1,1,0,7.7,14,971.6,13.3,91,16.1,10.2,9.3
19570729,6.4,2.8,1,0,8,14.4,978,13.6,93,15.2,11.4,10.4
19570730,3,0.8,0,0,6,14.4,984,14.8,86,18.8,11.8,9.9
19570731,6.3,2.8,0,0,0.7,14.3,985.6,17.4,73,22.7,11,8.3
19570801,7,3.1,0,0,0,13.9,984.7,20.4,59,25.8,12.6,10
19570802,9,4.2,0,0,0.3,14.1,984.8,19.2,62,24.7,14.7,13.1
19570803,11,4.6,0,0,0,12.4,983.9,17.1,64,22.8,11.5,10.5
19570804,9,4.4,0,0,0.7,13.5,982.2,17.5,67,23.7,10.2,9.2
19570805,7.5,3.4,0,0,2.7,13.3,980.4,19.4,60,26,13.6,11.6
19570806,6,1.7,1,0,6.3,16.9,978.3,18,80,22,14.9,12.8
19570807,7.5,1.4,0,0,4.7,15.3,976,19.6,70,24.6,13.5,11.6
19570808,7.6,3.1,1,0,7.3,19.2,969.5,20.2,81,24.2,14.6,12.5
19570809,18.5,4.1,1,0,5.3,17.6,962.3,16.8,91,20.2,14.5,13.8
19570810,14.1,5.6,1,0,7.3,15.2,966.3,17,78,21,14,13.3
19570811,13.7,5.2,1,0,5.7,14.5,971.6,15.1,82,18.7,13.3,14.5
19570812,8.6,3.1,1,0,4.7,14.4,973.9,15.2,83,19.5,10.9,9
19570813,5,0.9,1,0,7.7,15.3,975.4,16.5,82,20,12.1,9.1
19570814,10,3.3,1,0,6,14.3,973.9,15.9,79,20.3,13.1,12.9
19570815,11.5,5.3,1,0,7,14,969.9,14,86,18.4,12.5,12.6
19570816,11.2,4.8,1,0,8,12.1,974.2,11.1,91,12.7,10.4,9.5
19570817,10,4.4,1,0,6.3,12.9,976.4,13.7,83,16.1,10.4,10.3
19570818,9.4,2.6,1,0,4.7,13.1,975.1,12.8,86,16.9,11.2,11.6
19570819,9,2.3,1,0,5.7,12.7,981,13.6,80,18.9,10.3,9
19570820,7,2.4,1,0,7.7,14.8,983,14.1,93,16.4,9.1,6.5
19570821,10.5,2.5,1,0,5.7,15.1,979.9,13.2,95,18.2,10.9,14.2
19570822,5.7,1.3,0,0,1.7,10.7,978,13.5,71,18.3,7.8,4.2
19570823,7.5,3.6,1,0,4.7,12.4,969.2,15.6,71,20.6,8.1,6.2
19570824,17.8,5.1,1,0,4,13.2,972,14,81,18,12.5,13.8
19570825,12.2,5.9,1,0,4,11.6,973.6,12.6,78,17.9,9.3,6.8
19570826,13.3,5.5,1,0,7.7,11.9,978.2,12,85,14.8,9.4,8.9
19570827,7.5,2.3,1,0,8,12.9,973.9,11.2,98,12,10.4,9.3
19570828,8.6,1.9,1,0,6.7,12,978.2,11.6,88,14.5,9.1,9.3
19570829,5.6,1.4,0,0,4,10.7,983.6,12.5,76,16.8,5.8,4
19570830,5.1,1,1,0,2.7,10.4,982.8,13,71,18.1,6.2,3.2
19570831,5.5,1.2,1,0,7.3,11.7,981.1,12.8,80,17.2,8.6,8
19570901,6.1,1,1,0,6,14,979.6,14,88,17.8,8.6,7.1
19570902,10.1,2.7,1,0,6.7,12.9,978.7,11.3,95,14.8,10.4,11.4
19570903,5.5,1.3,1,0,7,12,979,11.4,88,14.8,9,7.3
19570904,5.7,1,1,0,4.7,11.1,983.2,13.6,73,19,6.8,3.6
19570905,11,2.8,1,0,6.7,15.1,980.6,15.6,84,20.6,11.3,9
19570906,7.2,2,1,0,5.3,16,979.2,15.9,88,19.4,14,13.1
19570907,8.1,2.2,1,0,1.7,16.1,976,19.2,74,24.9,11.2,10.2
19570908,10.6,2,1,0,7,16.9,978.3,16.8,86,22.7,13.8,12.3
19570909,8.4,2.4,1,0,6,12.7,985.5,12.9,84,16.6,11.9,12.2
19570910,9.2,2.2,1,0,6.7,13.5,980.4,15.2,78,19.1,9.3,7.5
19570911,18.5,6.5,1,0,8,16.1,966.2,15.1,95,17.1,12.3,10.6
19570912,23.5,7,1,0,6,10.7,969.1,10.4,83,15.8,9,8.2
19570913,16.7,6,1,0,5.7,10.3,967.5,8.7,90,11.3,6.2,7.3
19570914,13.3,4.4,1,0,7.3,9.9,969.6,8.6,88,11.4,5.9,4.2
19570915,11.1,3.7,1,0,6.7,8.8,977,8.9,77,12.4,7.2,7.3
19570916,11.5,4.3,1,0,7.7,10.4,981.2,9.6,88,12.3,6.9,6.4
19570917,11,3.8,1,0,7.7,12.8,981.4,12.4,90,14,9.4,9.6
19570918,4.8,1.7,0,0,3.7,12.8,978.8,12.7,86,17.2,10.5,9.8
19570919,7.5,1.7,0,0,1,12.9,974.6,14.7,79,20.8,8,6
19570920,4.9,1.2,0,0,2.3,13.5,972.6,17,71,22.5,10.4,6.1
19570921,10.1,2.8,0,0,5,17.1,973.5,17.5,84,21.8,13.2,10.2
19570922,12.1,3,1,0,7,16.7,973.6,15.4,96,17,13.6,11.9
19570923,16.7,6,1,0,6,16.3,970,16,88,18.4,14.2,13.8
19570924,14.1,4.9,1,0,8,15.9,973.2,14.2,93,18.2,11.8,14.3
