  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,Bedeckungsgrad, Dampfdruck,  Luftdruck, Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m, Temp_min_5cm
7,2.6,0,0,5.7,10.8,978.3,12.4,76,16.2,9.5,8.2
5.8,1.5,0,0,1.3,10.9,985.8,14.4,67,18.7,6.6,3.7
4.1,0.7,0,0,3.7,11.6,988.7,17.2,60,21.7,8.9,5.2
7.2,1.8,0,0,5,15.9,987.8,19.3,71,23.6,11.7,7.5
6.2,2.6,0,0,2,17.5,985.5,21.6,69,27,13.5,11.6
8.1,2.2,0,0,3.7,16.9,981.2,19.4,72,26.5,15.3,12.4
6.1,1.6,0,0,6.7,11.1,982.6,16.6,62,21.1,9.3,6
7.1,3.6,0,0,2.3,12.1,982.3,15,70,20.1,11.7,10.4
8,3.7,0,0,0.3,13.9,979.6,19.8,63,26,10.4,9.7
10.1,2.8,1,0,4.3,15.9,976.6,23,58,29.5,13.9,11.7
8,2,1,0,7,17.5,976.3,18.8,78,24.5,15.6,14.6
4.8,1,1,0,7.7,18.7,975,18.7,86,23.4,14.7,14.9
10.9,2.1,1,0,7.3,17.9,975,15.8,97,22.2,14.4,15.3
9,2.1,1,0,4.3,16.8,980,16.6,88,23.6,13.7,13.1
7.1,2.2,1,0,6.3,11.5,978.7,11.6,82,16,10.4,9.6
11,3.5,1,0,4.7,9.9,975.2,10,80,14.5,4.6,2.5
9.4,2.4,1,0,6,9.3,975.4,10.1,76,15.3,5.4,2.4
6.3,2.2,0,0,4.3,9.1,976.8,11.4,68,15.6,5.1,3.3
5.6,2,0,0,1.7,9.1,975,13.6,59,19,5.8,1.6
5,2.2,0,0,7,9.7,975.4,12.1,69,15,6.3,2.7
7.5,2.4,1,0,4.3,11.3,977.2,13.9,72,18.1,5.9,2.5
11.4,4.5,1,0,7.7,15.2,972.2,15.2,88,18.2,12,11.5
11.1,4.7,1,0,7.3,13.7,970,14,85,18.6,12.6,13
10.5,4.1,1,0,8,13.3,970.4,15.2,79,20.2,11.3,10.5
11.2,3.5,1,0,6.3,12.4,966.7,11.8,89,16.5,10.6,12.1
9.5,4.4,1,0,7.7,12.5,972.7,13.2,83,17,10.5,9.9
12,4.9,1,0,7.7,15.2,971.6,14.6,94,16.2,10.7,10.2
12.5,4.9,1,0,5.3,14.4,973.2,17,75,20.4,14.5,14.1
11,3.6,1,0,5.7,12.5,979.5,13.2,82,18.4,11.8,11
7,2.5,0,0,3.7,13.2,980.7,16.2,76,21.4,8.2,6.5
8.5,3.3,1,0,6.3,14.5,975.9,17,74,22.5,13.2,10
9.9,2.5,1,0,4.7,14.7,976.2,15.7,80,20.7,11.8,10.7
6,1.6,1,0,4,12.7,978.6,14.9,77,19.5,8,6.2
8.5,3.3,1,0,7,14.5,974.6,16.4,78,21.2,9.4,7.8
14,5,0,0,5.3,13.6,976.4,17.6,68,21.2,15,14.7
10.5,4.1,0,0,5.3,15.2,978.4,16.2,81,20.5,13.8,12
9.4,3,1,0,7,14,981.5,15.3,79,20.8,12.7,12.3
7,2.2,1,0,4,13.6,980.8,14.4,84,19,9.9,8.2
12.5,3.6,1,0,6.7,12.4,977,12.6,83,18.6,10,8.9
9,3.4,1,0,7,11.6,976.8,10.4,92,14.3,8.4,7.6
5.9,1.1,0,0,2.3,11.2,980.3,14.3,72,19.4,6.8,4.3
7.8,2.2,1,0,6.3,14.9,979.9,15.5,86,19.7,9.6,7
6.5,2.4,0,0,4.7,13.6,978.8,16.2,75,20.4,12.8,10
6,1.9,1,0,5.3,13.2,977.9,14.8,77,18.5,12.2,11.1
8,3.1,1,0,8,14.9,976,13.8,95,15.7,8.8,7
5.4,2.3,0,0,5.3,17.7,974.7,19.4,81,25.1,13.5,14.3
9.5,3.3,1,0,4.3,18.8,974.4,19,82,23.7,15.7,13.2
5.1,1.2,1,0,8,17.7,976,15.6,99,18.5,14.5,13.3
6.9,2.8,1,0,6.3,14.4,977.4,14.9,85,18.9,13,13.1
7.1,2.1,1,0,5.3,13.1,978.8,13.3,85,17.7,11.6,11
6.8,1.4,0,0,4.7,12.7,977,14.6,78,19.4,8.3,6.2
6.1,1,0,0,3.7,12.3,974.3,17.2,64,22.5,9.5,6
6.2,2.2,1,0,6,15.6,971.5,16.4,83,20.1,12.1,10.1
7,1.9,1,0,4,14.1,976.4,16.1,78,21.4,11.3,9.2
5,1.2,1,0,5.7,15.6,975.5,15.3,89,19.7,12,9.9
6.6,1.3,1,0,7.7,15.5,971.6,14.5,94,20.5,12.3,11.1
10,2.5,1,0,7,15.2,974.7,14.7,89,19.4,13,12.9
8.5,2.7,1,0,6.3,14.3,975,15.3,83,19,11.1,8.6
10.8,3.1,1,0,8,16.1,967.1,16.2,86,20,11.4,8.5
9.6,4,1,0,7.3,15.1,963.6,14.5,89,18.4,13.4,13.4
9.1,3.2,1,0,3.7,10.8,972.4,12.4,75,16.6,8.9,8.9
15.1,3.7,1,0,7,13.2,968.7,12.5,92,14.7,8.3,6
12.9,4.7,1,0,7,14,973.6,13.3,92,17.5,11,9.4
6.2,2.1,1,0,4.7,14.1,976.8,13.7,89,19,11.6,10.6
7,2.2,1,0,6.3,14.5,969.6,14.8,86,18.8,10.2,7
13.1,4.5,1,0,6.7,18.1,962.3,17.8,87,22.3,13.7,13.3
11.3,4.2,1,0,7.3,12.4,974.4,13.6,79,17.2,12.5,12.3
10.2,3.5,1,0,6.7,13.6,977.9,14.4,83,19.2,7.8,5.5
6.5,2.3,1,0,4,14.8,979.5,17,77,22.5,12.9,13.2
6.2,3,0,0,2.3,17.7,977.1,20.8,73,26.1,12.4,10
8,2.4,0,0,6,18.3,979.1,19.8,77,24.4,16.5,13.2
5,1.5,0,0,5.3,18.7,976.2,21.5,74,26.3,14.6,11.2
7.9,2.6,0,0,5.7,19.5,972.3,21.8,75,27.3,17.2,15.6
7.1,2.2,1,0,6.7,18.5,975.6,18.7,85,22.5,16.7,14.7
12.7,3.5,1,0,6,19.1,978.7,19.4,85,24,14.6,14.5
10.7,2.6,1,0,5.3,17.7,981.5,16.7,91,20.7,15.5,15.2
8.2,3.1,1,0,6.3,14.9,980.3,15.4,85,19.3,11.7,9.5
13.5,5.3,1,0,7.7,13.6,973.1,13.2,89,16.7,11.7,11.9
9,3.4,1,0,7.7,13.9,974.2,13.1,92,16.9,11.8,12.2
9.1,3.2,1,0,5.3,13.9,974.6,14.6,83,18,11.6,11
8.1,2.6,1,0,4.7,14.7,978.4,14.5,89,19,10.8,8.5
10,3.9,1,0,6,14.7,973,16.8,76,21.9,11.5,8.6
8.4,3.6,1,0,7,13.6,969.5,13.6,87,16.7,12.7,11.9
3.5,1.5,0,0,6.3,11.7,973.5,11.3,87,16.1,8.6,5.6
9.1,2.6,1,0,7.3,11.3,977.5,10.9,87,14.1,7.4,4.5
5.6,2.5,1,0,8,13.3,978,11.8,97,13,9.8,9.5
6.8,3.4,0,0,3.7,11.3,983.5,12.9,75,17.4,10.6,10.7
4.5,2.7,0,0,3.3,10.4,985.9,13.8,66,19,7.8,3.5
5.8,2.7,0,0,0.7,11.1,985.5,13.7,70,20,7.8,3
7.1,4.5,0,0,0.3,11.1,982.6,15.2,66,21.5,8.8,6.5
7.2,3.4,0,0,1,12.4,980.7,16,67,21.6,10.7,8.1
3.5,1,0,0,1.7,15.3,979.8,15.6,87,21.6,7.5,5.1
4.2,1.4,0,0,3.7,16.1,974.7,16.2,88,19.5,12.8,10.9
9.5,3.6,1,0,7.3,13.3,965.8,15.3,75,18.5,10.9,8.7
9.1,3.2,1,0,7.7,14.1,959.6,14.4,83,20.6,11.6,12.5
6,2.6,1,0,5.3,11.6,970.4,12.2,83,17.5,9,9.3
7.3,3,1,0,6.3,13.3,973.4,14.8,81,19.2,9.5,7.9
5.6,1.6,1,0,7,13.7,972,11.7,99,15.2,10.5,8.5
14.5,4.2,1,0,7.7,11.3,970.4,9.1,96,13,8,10.6
12.5,4.8,1,0,8,11.1,976.2,9.2,95,10,7.2,6.5
2.9,1.1,0,0,3.7,10.1,982.6,11.1,77,16.1,7.5,6.2
5.4,3,0,0,5.3,11.2,985.2,11.8,83,16.5,6.5,4
5.5,2.6,0,0,4.3,12.5,986.7,13.7,78,18.2,9.1,6.1
5.5,3,0,0,3.3,12.7,983.2,13.3,84,18.6,9.3,8.5
6.6,1.9,0,0,4,10.7,978.8,10.3,82,14.9,8.6,6.6
6.9,4.1,0,0,0.7,8.7,972.3,8.6,77,14,4.5,1.5
7.8,4.8,0,0,2.7,8.1,970.2,8,76,13.5,3.3,1.6
5.6,2.8,0,0,7,9.3,970.7,8.4,85,12.7,4.2,3.4
9.5,4.5,1,0,7.7,10.3,965.8,9.4,88,14,5,2.9
10,3.1,1,0,5.3,12.1,973,11.6,88,16,9.5,9.7
8.6,4.3,1,0,3,11.7,976,14.4,74,19.6,7,4.3
8.8,3.2,1,0,7.3,15.6,973.2,14.8,92,16.5,12.6,11.4
9.2,3.7,1,0,5.7,13.6,966,13.6,86,17.5,11.6,10.3
8.9,2.7,1,0,5.3,12.8,968.2,14.3,81,19,8,4
4.6,1.6,1,0,7,13.1,966.3,12.8,87,15.5,11.3,10.1
4.1,1.6,1,0,8,12.5,966.7,11.7,91,14.3,9.5,7.7
8.4,3.3,1,0,7,12.3,966,12.1,86,15,10.5,10
12,4.3,1,0,7.7,10.7,961.2,10.4,86,12.6,8.4,7.8
13.1,5.8,1,0,8,11.1,961.5,9.2,95,10.6,8.5,8.6
12.1,4.6,1,0,5.7,9.9,965.8,7.4,93,9.5,6.4,7.9
13.4,5.6,1,0,7.3,7.9,967.9,6,85,8,3.7,2.8
8.4,3.1,1,0,3,7.1,972.2,5.1,80,10,2.2,1.3
4.2,1.2,1,0,3.7,7.2,975.1,5,81,10.2,1.4,-1.6
7.2,3.6,1,0,8,7.3,973,6.1,79,9,2.1,-0.9
6.1,2.7,1,0,8,8.5,975,5.2,96,6.3,4,4.1
8,2.6,1,0,7,8.5,979.2,6.1,90,9,4.2,3.5
6.9,2.2,1,0,7.3,8.3,978.2,6.2,88,8.5,3.1,1.2
10,2.9,0,0,4,9.2,968.7,9.2,80,14.1,3.8,1.8
9.5,3.4,1,0,7.7,10,960.8,9.9,81,12.8,6.5,3.8
10.2,3.7,1,0,7,9.9,963.1,9.2,85,12,7.1,6.8
9,3.2,1,0,7.7,9.7,964,9.6,81,12,7.8,4.5
15,3.4,1,0,5,11.9,964,10,94,12.7,9,8.4
10,2.9,1,0,4.3,11.6,968.7,11,86,14.5,7,5
7.3,3.4,1,0,4.3,11.5,966.2,11.4,85,16.4,7.1,4.9
13.3,4.4,1,0,7.7,11.1,960.6,9.6,91,11.9,8.6,8.4
12.2,3.9,1,0,2.3,9.7,966.6,9.4,81,13.6,6.5,5.5
7.3,3.4,1,0,6,10,966.7,10.5,78,16.1,5.5,2.2
11,3.8,1,0,7,10.7,955.9,11,80,14.4,8.6,7.5
15.9,6.2,1,0,7.7,10,963.4,8.6,89,10.7,8.3,8.2
9,3.9,1,0,7.7,10.9,968.3,9.7,92,10.9,7.3,7
12.6,4.4,1,0,6.3,12.5,961.4,11.8,91,14,9,7
16.4,7,1,0,3,8.5,969.8,9.7,70,12.6,8.6,8.6
13.8,6.3,1,0,6.3,8.5,970.3,10.8,69,13.7,5.6,3.5
13.4,5.9,1,0,7.7,10,962.6,10.8,75,14.2,9,9.4
9.4,4.6,1,0,7.3,8.7,965.2,6.4,91,9,5.3,4.5
9.7,3,1,0,7.3,8.7,969.9,5.7,94,8.6,4.7,4.4
4.6,1.1,1,0,5.3,7.3,975.1,4.1,88,7.4,2.5,-0.1
4.2,0.5,1,0,5,5.9,976.2,1.4,87,5.5,-1.6,-3.6
6.4,2.9,1,0,6,6,972.7,0.3,95,2.7,-1.4,-3.9
10.6,3.8,1,0,7.7,7.7,964.7,5.6,87,7.7,-1.3,-3
10.2,4.4,1,0,6.7,8.7,965.5,8.2,79,10.6,5.5,5.5
4.2,1.9,0,0,7.7,9.7,967.6,7,95,12,5.1,3.1
7.5,3.2,1,0,7,9.1,975,6.4,94,8.2,4.5,2.9
11.9,4.6,1,0,7,9.1,976.2,7.5,88,9.3,4.6,3
9.4,4.5,1,0,8,10.3,971.2,8.1,95,9,6.6,6.2
10.4,3.6,0,0,1.7,7.6,976.8,4.3,88,8.6,2.4,3.2
12.4,4.8,1,0,6.3,7.6,969.8,5.1,92,7.8,-0.2,-3
12.6,5.2,1,0,4.7,8.1,974.2,5.7,86,8.7,3.4,4.1
8.3,3.5,1,0,7.3,8.8,970.4,5.7,95,7.1,4.4,3
9.6,4.2,1,0,6.3,8.4,978.2,5.6,90,7.5,4.6,4.5
6.2,3.7,1,0,5.7,7.6,971.6,5.8,80,9.6,1.8,-0.5
7.3,2.1,1,0,7.7,8.9,966.4,7.4,87,9.5,4,2.5
8.3,3,1,0,7.3,9.7,971.1,7.4,94,9.6,6,4.9
9.7,4.7,1,0,7.7,8.9,971.8,7.3,87,8.6,5.9,5.4
12.9,6.4,1,0,8,11.2,968.7,9.6,97,10.9,6.4,6
15.3,7.3,1,0,7,10,970.2,10.1,80,12.1,9.3,8.6
14.8,6.5,1,0,7.7,10.4,966.7,9.5,87,11.9,8,6.9
9.6,3.1,8,0,5.7,6.8,975.1,3.4,83,8.9,1.7,4.4
7.7,3.5,8,0,8,7.1,983.5,2.6,96,3.5,-1.6,-5.4
7.2,3.2,0,0,3.3,7.2,986.6,3.6,89,7.2,1.6,0.2
9,3.6,0,0,5.3,6.9,979.1,7.7,67,10.9,1.5,-2.5
11,4.4,1,0,7.3,8.7,977.2,6.4,90,8.4,5.4,1.9
17.5,7.1,1,0,8,8.4,977.9,6,89,7,4.5,4.2
20.5,10.2,1,0,8,8.9,965,7.9,84,9.5,5,4.5
8.5,4.5,1,0,8,8.5,963.1,5.6,92,8.3,4.5,4.8
10.5,3.3,1,0,6.7,7.6,959.8,5.6,83,6.5,3.2,2.8
9.5,3.2,1,0,5,6.5,960.6,2.3,89,5.5,0.9,-2
7.5,3,7,0,5.7,6.1,965.4,1.4,90,4.6,-0.7,-2.9
7,2.4,7,0,8,6.1,966.6,1.1,91,2,-0.4,-0.6
3.5,1.6,7,0,8,5.7,964,0.4,91,1.2,-0.4,-0.7
6.5,2.4,7,0,8,5.1,975.2,0,83,1,-0.4,-0.6
11,3.3,0,0,4,4,979.6,-2.3,76,0,-3.7,-3.2
8.5,4.1,7,0,6,3.9,971,-4,85,-2.8,-6.1,-7.2
5.5,2.7,7,0,8,4.4,968.8,-2,86,-1.5,-3.7,-4
9,3.3,1,0,8,5.5,975.9,-0.6,93,0.4,-2.4,-2.1
6.5,2.6,0,0,8,5.2,985.6,-0.9,90,0.3,-1.5,-1.3
9.5,5,1,0,8,5.2,977.6,-1.8,97,-1.3,-2.6,-2.3
7.5,3.1,8,0,8,5.1,963.6,-2.2,98,-1.8,-2.6,-2.3
14.5,5.9,8,17,8,5.9,961.1,0.4,96,1.9,-3.4,-4.3
7,2.9,8,8,8,7.1,957.6,2.3,95,4.2,0.8,0.2
7,2.3,8,2,8,6.3,962.6,0.4,99,1.1,-0.1,-0.4
5.5,2.5,7,3,5,6,970.2,0.1,95,1.9,-0.8,-0.1
2.5,1.7,0,1,7.7,5.9,973.1,0,96,0.5,-2.1,-5.4
6,2.8,0,1,3,4.8,973.4,-2.7,91,0,-4,-3.6
7.5,2.8,1,0,8,4.5,976.3,-3.1,95,-2.3,-7.6,-9.8
13,5.9,8,0,7.7,6.3,970,1.7,91,3.2,-2.3,-2.4
10.5,3.5,1,0,8,6.8,968.4,2.1,94,3.5,1.2,1.2
4.5,2.2,8,0,7.3,6,967.1,0.6,93,2,-1.1,-0.8
4.5,2.1,8,0,7.3,6.1,970.4,0.6,95,1.1,-1.6,-3.4
4,2.6,8,0,8,5.1,975.6,-2,96,0.7,-4.8,-6.4
6.5,2.9,1,0,8,7.1,972.2,2.4,98,3.3,-1.8,-1.6
3.5,1,0,0,8,6.9,973.6,2.2,96,3.4,1.6,1.4
10.1,5.8,8,0,7.7,7.1,963.6,3.2,95,5,-0.2,-0.9
12.6,7.6,8,0,5.7,6.9,951.5,3.8,82,7.4,2.3,4.6
7.9,5.8,8,0,7.3,6.8,956.6,2.4,93,4.3,1.6,-0.2
6.2,4.7,8,0,7,6.5,973.9,2.4,88,4.2,0.9,0.6
10,7.3,8,0,7.7,6.3,965.8,0.9,95,1.6,-0.5,-1
7.6,5,8,0,6.7,6.8,973.9,2,93,3.4,1,0.5
8,4.6,8,0,7,7.3,971.4,3.2,96,5.2,-0.1,-1.8
6.8,4.7,8,0,7,6.9,971.4,2.7,92,4,0.2,1.5
6.9,4.2,8,0,8,6.8,965.8,3,90,4,1.8,0.7
6.4,3.2,1,0,5,5.9,978.3,0.4,88,3.2,-1.2,0.2
5.2,4,0,0,1,4.7,990.4,-2.1,89,0.4,-4.6,-5.3
6.1,3,7,0,6.7,4.3,990.6,-1.7,79,0.5,-5.4,-6.9
9.2,2.8,8,0,8,5.5,989.1,-0.1,92,0.6,-2.7,-4.6
12.2,8.8,0,0,4.7,5.3,983.5,0.2,85,1.7,-0.7,0.6
8.9,3.5,0,0,2.7,4.3,979.9,-2,80,0.2,-4.4,-7.4
8.5,4.3,0,0,0,3.7,984.2,-4,82,-0.6,-6.4,-7.7
6.5,5,0,0,1.3,3.7,987.9,-4.6,84,-1.5,-5.8,-6.5
5.9,4.4,8,0,4.3,3.9,985.2,-5.6,94,-2.9,-8.8,-9.6
6.6,4.2,8,1,8,6.7,981,1.8,96,2.9,-6.4,-7.6
4.5,2.2,1,0,8,7.2,977.1,2.6,98,3.5,1.2,1.2
5.7,2.7,8,0,7.7,6.7,971.5,1.8,97,3.8,-0.7,-1.5
5.6,2.5,8,0,8,6,968.8,0.2,96,1.8,-0.4,0
4.4,2.2,7,0,8,5.3,966.4,-0.9,94,0,-1.3,-1.3
8.3,5.3,7,6,8,4.9,958.3,-2.9,96,-1.1,-4,-1.6
5,2.3,7,10,8,4.1,977.1,-4.6,93,-3.7,-6.2,-4.6
5.8,2.7,7,11,8,4.3,984.8,-4,94,-3.2,-4.9,-5
10.2,5,1,10,7.3,5.9,975.6,1.8,87,3.5,-4.8,-4.9
11.7,7.6,1,0,7.3,7.6,980.2,5.2,86,6.6,3.4,2.2
12.4,9.8,1,0,8,8.5,971,5.7,94,6.6,4.1,3.3
13.4,7.8,1,0,6.3,8.8,966.8,6.9,84,10,5.2,5.7
18.8,7.3,8,0,7.7,6.4,964,2.6,84,5.7,0.7,2
16,6.2,8,0,8,7.1,954.7,2.9,93,6.4,0,0
9,2.8,8,0,7.3,6.7,964.8,2,92,4.4,0.2,1.2
17.4,6.8,8,0,8,6.3,968.2,2.6,90,4.2,-0.4,-0.9
8.9,3,8,0,5.7,6.4,977.5,1.8,93,4.2,-1.7,-5.2
13.5,5.3,1,0,7.3,8.9,971.8,6.3,92,9,3,2.6
17,7.2,1,0,5.3,7.1,975.5,3.6,89,5.5,2.9,2.2
11.6,5.2,1,0,7.7,8,983.5,4.8,94,6,2.6,1.1
16.6,7.2,1,0,5,9.1,983.6,6.5,92,10.4,4.5,4.5
7.8,3.5,0,0,5.3,7.3,991.9,3.8,90,7,0.5,0.2
13.8,5.2,1,0,8,8,981,4.8,95,6,1,-1.2
19,4.8,1,0,6,7.9,982,5.8,85,8.3,3.3,2.5
5.9,2.7,0,0,5.3,8.5,985,6,90,8.4,5.1,4.7
3.4,0.9,0,0,0.3,8.5,986.6,9.2,75,16.9,-0.3,-0.9
4.3,1.5,0,0,1.3,8.8,990.7,8.2,84,13.5,1.5,-1.2
7.8,3,1,0,1,8.7,994.6,5.8,90,12,0.5,-1.4
8.2,4.7,1,0,8,6.8,993.6,1.4,99,3.7,-0.2,-0.4
3.8,1.7,0,0,2.7,7.7,994.4,5,89,10.3,-0.6,0.7
5.6,1.5,1,0,5,7.7,996.6,5,89,9.1,0.8,-2
8.1,5.1,0,0,0,7.5,992.2,4.6,87,10,0.7,-0.9
9.2,5.7,1,0,0,6.4,986.7,4,80,9.1,0.5,-0.6
9.1,4.1,0,0,2.7,7.1,985.8,5.1,81,9.5,0.7,-1.1
10.7,4.3,1,0,6,8,983.2,5.6,89,10.4,0.4,-2.2
10.8,4.4,0,0,4.3,7.6,982.4,10.6,62,14.7,6.1,4.7
13.6,4.6,1,0,5,7.6,982.6,10.6,62,15.7,5,1
8.3,3.9,1,0,7,10.1,989.1,11.3,78,15,6.4,4.8
9.8,4.9,1,0,8,10.7,986.3,12,76,14.7,8.6,8.2
16.2,6.5,1,0,7.7,8.3,979.9,6.2,84,11.9,4.6,4.5
8.8,3.1,1,0,4.7,6.9,987.4,4.7,82,7.5,1.4,-2
9.5,2.8,1,0,7,7.5,991.2,5.4,86,8.5,0,-2.8
10.5,3.1,1,0,5.3,7.7,994.6,5.6,83,7.2,4.8,3.5
6.9,2.3,0,0,1.3,6.3,997.2,5,74,11,0,-3.8
5.8,2.9,0,0,0.7,6.7,996.8,7.2,69,14.4,1,-2.4
3.1,1.2,0,0,2,7.1,994.4,9.8,62,16.4,1,-2.8
4.7,0.6,0,0,1.3,7.6,993.1,9.8,67,16,2.4,-2.6
8,4.8,0,0,0.3,6.9,994.2,10.4,58,16.7,5.4,2.4
7.3,2.1,0,0,0,7.9,991.5,11.8,61,18,3.2,-1.4
11.2,4.1,0,0,2,8.3,987.2,10.2,66,15.6,6.4,1.5
6.1,1.6,0,0,4.7,8.8,989.4,7.7,82,12,5.4,2.4
7.6,2.2,1,0,4.7,7.7,986.2,8.6,73,13.7,1.1,-2.7
8.2,3.9,1,0,8,9.9,984,8,92,10,6.8,6.7
7.2,2.4,0,0,7.3,9.5,986.2,9.8,80,12.5,6.5,6.4
6.6,1.8,0,0,2.7,9.1,988.8,10.7,72,15.6,6.9,3.1
6,2.6,0,0,0.3,9.1,988,11.6,66,19.2,4,-0.7
10,4.3,0,0,1.3,8.9,981,14.5,56,20.6,5.6,1.4
10,3.9,1,0,6,7.9,972.4,5.9,81,15.5,4.4,7.1
11,3.4,8,0,5.3,5.7,974.4,2.8,77,8.2,0.7,-1.2
12.5,4.2,8,0,5,5.2,974.2,1.7,78,6.1,-3.6,-7.1
14.5,4.9,8,0,5.7,6,970,2.5,80,6.9,0.8,0.1
7,2.5,1,0,4.7,5.5,982.2,2.7,77,6.2,-4.4,-7.7
5,1.6,1,0,7.3,7.2,984.8,6.2,77,9.8,1.8,-1.6
5.3,1.1,0,0,0,7.1,985.4,8.8,65,13.5,3.4,-1.9
5,1.9,0,0,0.7,7.9,985,8.6,72,14.9,2.2,-2
11.8,3.5,1,0,5,6.7,980.7,7.2,67,14,2.3,-3.1
13,4.5,1,0,5.3,6,980.7,5.4,66,9.6,2.2,1.4
10.3,2.8,0,0,5.3,4.9,985,2.8,70,7.8,-2.7,-6.4
11.6,4.4,1,0,7,5.7,979.6,6.2,65,9.8,-1.7,-4.6
14.4,6.7,1,0,8,10.1,973.5,8.2,95,9,5.2,4.9
16,5.3,1,0,6.7,8.4,975,9.6,71,12.2,7.9,7.8
11,4.5,1,0,7.7,10.4,973.9,8.7,94,9.6,5.5,4.4
12.2,4.8,1,0,7,10.8,970,10,88,12.3,8.7,8.6
10.5,4.2,1,0,7.7,10.8,969.5,9.8,90,11.4,7,6.9
9,3.5,1,0,7.3,10.4,969.6,13.2,70,16.7,8.6,8.1
12.8,4.3,1,0,5.7,11.5,968.2,15.7,66,20,10.9,7.8
12.3,3.3,0,0,4.3,9.5,968.7,17.8,47,23.3,11.5,7
11.8,4.1,1,0,6,10.9,973.4,16.8,57,21.8,12.4,8.5
7,3.1,0,0,7,12.3,977.1,13.6,77,18.9,11.7,8.5
7,4,0,0,3.3,10.8,976.4,11.3,81,16.5,6.2,5.3
7.7,1.7,1,0,5,11.7,968.3,13,79,20.7,5.8,3.2
7.6,2.9,1,0,8,12.1,973.4,11.4,91,13.4,9.4,9.6
2.2,1,0,0,4.3,11.7,977.1,12.7,81,16.6,7.3,5.1
6,1.8,0,0,4.3,11.6,972,15.2,68,20.6,9,3.5
8.7,2,1,0,7,11.6,971,10.7,88,14.8,9.3,7.5
6,1.3,1,0,6,10.5,972.6,8.4,94,11,7.4,8.2
7.7,1.2,1,0,3,8.7,972,8.6,79,15.5,3.8,0.6
2.8,1,1,0,5.7,10.4,971.5,9.1,89,12.6,5.9,4
14,1.4,1,0,5.7,10.3,976.3,9.2,87,12.6,6.8,4.1
4,1.1,0,0,6,9.7,976.7,11.8,73,15.4,7,4.3
7.2,2,1,0,5.3,10,976.2,12.3,69,16.5,8.4,5.3
3.5,1.8,1,0,6,11.2,971.1,12.1,79,16.5,8.4,5
6,2.2,1,0,5.7,11.6,963.2,10.6,89,14.3,7,4.8
7,2.3,1,0,7.7,10.4,960.2,9.4,88,11.5,6.9,4.4
5.3,1.9,1,0,7.7,10,969.5,8.3,89,10,7.2,6.2
7.8,3,1,0,4.3,10.3,967.2,9.7,85,14.2,5.4,2.7
10.6,4.2,1,0,7,11.1,967,10.8,85,14.4,7.6,6.1
9.6,3.8,1,0,7.3,9.9,974.2,8.7,88,11.8,7.5,7.4
7.5,3.8,1,0,7,8.5,967.6,11.4,65,15.4,4.5,2.3
10,2.4,1,0,7,10,968.7,8.7,89,13.9,6.8,6
8.3,3.3,1,0,8,10,973.1,7.9,93,8.9,7.2,7.4
8.3,2.3,1,0,6.7,11.1,975.9,10,89,14,7.3,7.1
14.4,3.9,1,0,7,12.1,970.8,12.2,86,16.3,8.5,6.5
11.9,3.7,1,0,6.7,11.1,973.9,12.3,80,16.5,7.7,6.5
9.4,3.7,1,0,6.7,14.3,974.3,16.2,79,19.9,10.9,10.2
10.8,3.5,1,0,7,14.7,973.9,14.5,85,20.4,12,13.1
8.8,3.1,1,0,5,12.5,978.8,12.6,85,16.5,10.2,10
16.3,4.9,1,0,4.3,10.7,979.5,10.8,80,14.9,9,8.4
14.1,5,0,0,6.3,8.5,981.6,9.7,71,13.6,5.4,3.6
17,5.4,1,0,5,8.9,980.3,8,81,12.3,6.3,5
11.4,3.5,1,0,4.7,8.8,985.2,8.2,81,12.1,3.9,2.7
10.7,3.3,1,0,4.3,7.2,986.7,7.4,68,11.1,4.1,1.2
10.4,2.2,0,0,6.7,9.3,985,10.5,77,15.7,1,-1.6
11.9,3.2,0,0,7.7,11.1,978.6,14.5,70,18.9,7.9,5.5
17,2.1,1,0,5.7,12.1,973.8,14.2,75,21.1,8.4,6.1
6.6,2,0,0,5.7,9.9,975.9,12,72,15.8,8.2,6.4
9.7,4.5,0,0,1.7,8.9,977.8,10.7,69,14.8,6.2,5
9.7,4.4,0,0,3.7,9.6,979.2,11.1,73,15.5,5.1,3.9
11.4,4.8,0,0,2.3,8.5,979.5,11.2,64,16.5,5.9,4.7
6.8,2.5,1,0,3.7,8.9,977.5,10.2,70,15.2,6.5,4.8
11,2.1,1,0,7.3,9.7,973,7.3,93,10.9,5,2.1
8.8,2.6,1,0,7,9.2,973.4,7.2,91,9.5,3.5,2.3
8.7,2.6,0,0,4.7,10.8,975.2,11.6,80,16.5,3.4,2.9
7.6,3.2,0,0,1.7,10.4,974.6,13.7,67,19.1,8.4,6.6
7.2,1.9,0,0,3,11.1,977,14,72,20,6.6,5
8.1,2,1,0,3.3,11.9,973.2,16.1,65,22,8.6,4.7
7.7,2.4,1,0,7.7,13.3,970,11.6,94,15,10.1,11.5
8,2.5,1,0,7.7,8.3,974.3,6.5,86,10.1,5.5,5.5
7.3,1.9,1,0,6,8.3,973.5,6.2,86,10.2,2,0.4
6.9,2.2,1,0,4,8.3,967.8,7.4,80,11.5,2.8,1.7
7.3,3.3,0,0,3,8.5,966.6,8.8,77,13.9,3.1,-1
