  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,Bedeckungsgrad, Dampfdruck,  Luftdruck, Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m, Temp_min_5cm
7.4,2.4,6,0,6.7,12.6,976.8,14.5,77,18.2,12,10.5
10.1,3.8,6,0,6.3,14.1,975.4,15,83,19.6,12.1,12
11.7,4.2,6,0,7,15.5,970,18,74,23.3,12.6,9.9
11.4,3.9,0,0,7,12.3,976.7,14.8,74,18.9,12.4,12.2
5.2,1.2,0,0,4,11.8,980.6,15.5,69,21,11,7
6.2,1.7,0,0,2,11,983.1,16.8,59,22.2,9.4,5.2
9.1,2.3,6,0,4.7,11.3,976.9,17,61,22.6,11.3,5
7,2.2,0,0,4,12.9,976.1,13.9,81,17.5,11.4,8.5
3.1,1.2,6,0,5,10.9,983.1,13.4,73,17.8,8.5,4.6
5.3,1.6,6,0,4,12.9,986.3,13.8,82,19.2,10.2,7.4
2.8,1.2,0,0,1,9.6,988.6,16.2,53,23.3,8,3.2
5.2,1.6,0,0,3.7,12.5,982.7,18.1,62,24.8,9.2,4.6
14.4,4,6,0,4.7,14.9,976.5,23.2,57,28.2,15.1,11
11,3.6,6,0,7.7,16.3,973.6,16.6,85,24.2,15.7,16.7
7,1.8,0,0,5,13.6,979.1,15,80,19.8,11.1,8.1
4.8,1.3,0,0,5.3,12.7,982,16.4,69,21.3,13,8.9
5.8,2.6,0,0,2,13,983,17.9,65,23.3,11.5,7.4
6.4,3,0,0,0.7,15.2,982.3,20.2,66,24.8,12.6,11.1
7,1.4,0,0,5.3,14.8,985.6,20.4,64,26.2,14.6,10
6.3,2,0,0,1.7,14.8,985.3,20,64,26,16,14
5.5,1.3,0,0,0.3,15,983.8,19.3,70,25.9,13,8.4
6.7,3,0,0,0.3,13.9,981.6,20.6,60,26.1,14,11.9
5.2,1.8,0,0,0,15.1,981.9,21,63,26.7,15.9,13.2
4.1,0.7,0,0,0.3,16.7,983.3,21,69,28.4,15.1,10.3
6.7,1.6,0,0,1,14.6,981.3,21.4,59,26.8,15.6,11
11,1.4,6,0,2,15.1,978.5,19.6,67,26.7,14.4,9.3
5.8,2.1,0,0,1.3,15.7,977.1,20.2,67,25.3,15,9.7
10.8,4.3,6,0,4.3,16,974.9,18.6,74,23.3,16.2,12.4
14,5.4,6,0,7,15.6,970.7,18.7,74,23.3,15.3,12.2
14.7,3.1,6,0,5,11.7,972,12.2,82,18.2,10.1,10.8
7.4,3.1,6,0,6.7,10,972.7,11.7,73,15.3,9.7,7.2
9,4.3,6,0,5.3,10.6,971.5,14,66,19.3,10.6,10
6.8,3.3,6,0,4.7,13.8,969.4,18.2,66,23.1,12.1,8.5
13.5,3.9,6,0,5,14.6,972.9,12.8,95,18.8,11.1,12.3
7.2,3,0,0,3,11.5,979.1,13.6,75,18.3,9.2,7.4
5.2,1.7,0,0,6.7,12.3,980.6,15,73,19,10.6,6.6
5.6,3.1,6,0,4.3,12.5,977.9,15.8,71,20.6,11.2,7.7
10.1,3.7,6,0,7.7,14.5,975.6,13.5,93,15.7,13,11
4.3,1.9,0,0,6.7,13,980.3,12.9,87,16.9,11.4,11
7.6,3.5,0,0,4,13.5,978.8,12.9,89,16.8,9.6,7.8
4.8,1,0,0,7.7,13.6,978.8,12.6,93,14.9,10.6,8.5
5.8,1.4,6,0,5,12.5,972.5,11.5,90,14.7,9,6.5
13.8,4.6,6,0,7,10.5,961.5,9.7,86,12.7,8.6,8
8.8,3.1,6,0,8,11,955,9.1,95,12.3,7.3,6
17.2,7.5,6,0,8,11.7,954.5,9.9,96,10.5,7.4,9
13.9,6,6,0,7.7,10.7,962.4,9.9,87,12.8,9.2,8.8
10,4.9,6,0,8,10.6,967.7,8.8,93,10,8.2,8
7.8,3.6,6,0,7.7,11,974.2,9.2,94,11.3,8,7
12.7,5.6,6,0,8,11.3,969.8,9.4,96,10.1,8.1,7.6
12.8,5.2,6,0,8,10.3,966.3,8.8,91,10.8,8,7.8
13.6,5,6,0,6.7,11.7,952.2,9.8,94,11.7,8,7.6
20.6,8.4,6,0,7.3,10.2,952.5,9.9,83,12.4,8.5,7
10.7,4,6,0,6.3,9.5,970.3,7.2,91,9.3,5.4,6.6
7,3.1,6,0,7.3,8.3,972.9,8.4,78,11.9,4.4,0.1
10.5,4.3,6,0,5.3,10.7,968.7,10.4,83,14.2,8.4,7.4
6.3,3.1,6,0,6.7,12.2,970.5,11.9,87,15.1,8.1,5.3
6.7,1.5,0,0,3.3,10.4,981.2,10.1,83,15.2,8.6,6.9
6.3,1.7,0,0,1.7,10.4,980.7,10.4,84,15.3,5.9,1.1
7.8,1.8,6,0,2.7,11.3,973.7,11.3,85,17.3,6.4,2.8
7.2,2.8,0,0,8,11.5,965.5,9.4,98,11.1,8.4,7.8
7.1,2.7,6,0,8,11.2,965.4,8.9,98,11,7.8,7.4
7.5,1.9,6,0,5.7,9.9,979.3,7.6,90,10.4,5.5,8.5
5,1.3,0,0,5.7,7.4,983.1,5.2,85,10.5,-0.6,-4.4
5.4,2.1,6,0,7,10.1,982.3,10.1,82,12.7,4.5,2.7
5.3,1.9,6,0,6.7,12.5,986.7,11.6,91,14.6,10.1,7.9
8.1,3.7,0,0,5.3,10.5,989.9,9.2,88,12.6,8,7.9
6.2,3.7,0,0,8,8.9,990.9,6.3,92,8,5.7,5.9
5,2.2,0,0,8,8.5,989.7,4.9,98,6.5,4.3,4.8
4.3,1.3,0,0,3.7,9.1,988.4,7.6,88,12.4,3.2,3.4
4,0.8,0,0,4.7,11.1,988.1,10.9,86,16,6.2,0.6
3.1,0.6,0,0,2,11,986.9,11,83,16.9,7.5,1.4
3.5,1.2,0,0,4.7,11.4,984.9,11,86,16.1,7.3,5.6
2.6,0.9,6,0,8,9.7,983,6.9,99,10.1,5,5.2
11.9,3.9,6,0,8,9.9,981,7.9,94,8.6,5.9,6.9
12.4,6,0,0,0.7,6.8,973.8,3.6,84,8.6,2.5,1.6
12.1,5.8,6,0,6,5.4,964.2,3.8,70,6.4,-1.4,-3.5
14.4,5.3,6,0,8,10.6,963.3,10.2,84,13.4,4.1,3.2
11.2,4.4,6,0,7.3,11.2,971.9,11,84,13.4,10.2,8.9
6.9,3.6,6,0,6.7,10.1,981.1,9.3,87,12.1,7.3,4.4
6.9,2.1,0,0,5.3,11.5,986.7,9.8,94,12,8.6,8.1
14,3.4,6,0,6,10.1,976.2,8.3,91,12.8,4.8,1.6
8.3,4.4,6,0,7.3,8.5,969,5.5,93,7.4,5,5.4
12.3,5.5,6,0,7,7,965.1,4.3,84,6.1,3.6,3.1
10.3,2.3,0,0,4.7,6,970,1.8,84,5,0.3,0
11.3,3.2,8,0,8,6.1,974.4,0.4,99,2.4,-3.6,-6
11.4,4.2,6,0,7.3,7.3,974.4,4.4,88,5.7,0.4,-0.2
14.3,6.1,6,0,8,9.9,971.5,8.1,93,9.8,4.9,4
12.8,5.4,6,0,5.3,8.7,979.5,7.1,84,9.4,5.6,6
11.6,3.4,0,0,5.3,8.1,987.4,5.8,88,8.6,4.5,3.6
9,2.1,0,0,6,7,983.3,4.9,83,8.2,1.4,-2.9
13.3,4.2,6,0,6.3,9.7,980.6,8.5,89,12.6,4,2.1
10.9,5,6,0,5.7,10,977.8,12,72,15.2,9.2,7.6
14.9,5.6,6,0,5.7,8.7,974.2,8.2,77,14.4,6,9.1
11.3,3.4,6,0,6.3,7.4,970.4,6.8,76,9.3,3.3,0.4
10.3,2.4,6,0,6.7,8.7,966.7,6.6,89,8.3,4.8,4
5.9,1.4,6,0,8,8.2,965.1,4.7,95,8.7,3.9,2.8
4.6,1,0,0,7.7,7,975.9,2.5,93,4.4,1.6,2.6
9.4,3.5,0,0,6,6.2,985,1.9,87,4.6,0.2,-1.5
12.7,6.6,0,0,6.3,5.9,986.8,2.2,82,3.2,1,0
12.9,4.6,0,0,8,5.5,983.1,0.8,85,2.3,0,0.3
4.9,1.5,6,0,8,6.1,983.8,1.1,92,2.3,0.6,0.6
4.8,0.9,6,0,8,6.6,988.4,1.8,96,2.7,0.3,0.1
4.4,1.4,6,0,8,6.2,994,0.6,96,2.2,0.2,1.2
4.3,1.5,6,0,7.7,6.1,992.8,-0.1,100,2,-1,-0.9
10.5,3.4,6,0,8,8.9,980.8,6,97,7.3,-1,-1.6
13,3.8,6,0,8,10.4,972.7,8.3,97,9.7,4.9,4.9
14.2,5.1,6,0,7.7,9.7,969.8,7.2,92,10.6,5.8,8.8
17.6,6.3,6,0,6.7,9.2,964.9,7.6,90,8.6,5.8,4.5
22.5,8.9,8,0,7.3,8.5,954.8,6.7,80,10.1,3.6,3
12.3,4.8,8,0,7,6.6,960.1,1.9,94,4.2,0.6,-0.1
14.1,5,8,0,7.7,7.6,953,4.2,94,5.6,0,-1.2
11.2,3.2,0,0,7,6.4,963.7,3.1,83,5.2,2.1,3
8.4,2.1,8,0,5.3,5.7,976.6,1.5,83,3.2,-0.6,-0.2
17.3,8.3,6,0,8,8,966.3,4.8,97,7.3,-0.3,-0.5
20,7.8,6,0,8,9.7,960.3,7.4,91,10.8,5.8,6.3
8.8,2.4,8,0,7.7,6.7,953.1,1.5,97,5.9,0.3,1.4
8,1.5,8,2,6.3,5.7,962.3,-0.6,96,1.1,-1.9,-0.8
13.9,4,6,1,6.3,5.2,969.1,-0.1,86,0.9,-2.5,-4.6
21.1,7.9,6,0,8,8.4,951.2,4.9,93,7.2,0.3,-0.9
15.7,7,8,0,6,6.4,956.3,2.6,87,4.3,2.2,1.3
12.1,3.7,8,0,7.7,6.4,963.7,1.2,93,3.2,0.1,0.6
6.5,1.5,7,0,7,5.3,976.4,-0.5,90,1,-1.1,-1.4
5,1.3,8,0,4.3,4.6,983.6,-2.2,87,-0.2,-5.4,-6.5
5.8,2,6,0,8,5.8,986.8,-0.2,97,0.3,-3.4,-2.7
7,1.6,6,0,8,7.6,988.4,3.4,100,4.8,-0.1,-0.1
10.5,4.7,6,0,7.7,8.6,986,5.5,97,6.5,4.1,4.1
10.1,4,6,0,7,6.6,988.3,3.2,86,6.3,1.9,1.6
7.2,1,0,0,1,5.4,993.8,0.6,85,3.4,-2,-3.8
6.4,2.6,0,0,0.3,5,995.5,-1,86,1.3,-2.6,-6.6
6.9,1.6,0,0,5.3,4.4,992.7,-4,96,-1.3,-4.7,-5.8
10,2.6,6,0,8,4.7,987.6,-2.7,96,-1.9,-4.8,-5.4
9.1,3.2,6,0,8,6.1,988.7,0.2,99,0.7,-2.5,-2.5
12.4,5.5,6,0,8,8.7,984.5,6,95,7.4,-0.4,-0.1
18,7.1,6,0,7.3,9.1,980.1,7.7,85,10,6.4,6.1
13.9,5.8,6,0,8,11.5,980.4,9.9,95,11.3,5.8,4
11.3,5.3,6,0,6.7,10,982.1,9.2,85,10.4,8.1,8.9
12,4.9,6,0,6.7,7.1,989.6,4,86,8.4,3.2,4
10.7,3.4,6,0,5.3,6.9,992.6,2.1,95,4.3,0.7,-0.5
11.4,4.5,6,0,8,6.8,995.4,2.2,97,3.2,-0.7,-0.9
9.1,4.1,6,0,8,8.1,996.7,4.4,97,5.3,2.4,1.4
8.5,2.2,0,0,8,7.9,993.6,4.7,92,5.3,4.3,4.5
10,2.5,0,0,6.7,5.8,991.7,0.2,93,4.6,-1.6,-3.6
15.4,5,8,0,7.7,6.8,980.9,2.9,90,6.2,-1,-0.6
17.3,6.2,8,0,7.7,5.9,973,0.4,94,2.4,-0.7,-1.1
12.9,5.3,6,0,8,8.1,967.5,5.3,93,6.8,0.7,0
16.6,4.7,6,0,7.3,8.6,979.2,6.8,87,7.6,5.3,5
17.4,7,6,0,8,7.3,983.9,4.9,83,6.7,4.1,5.4
15,6.1,8,0,7.3,6.4,976.7,2.6,87,4.1,1.7,2.1
12.9,4.5,7,0,5,5.1,982.3,-0.6,88,2.4,-1.3,-2.5
9.2,3,7,1,6.3,5,995.7,0,82,1.4,-1.5,-3.5
9.1,3.8,6,0,8,6,997.2,0.6,94,1.3,-0.5,-0.9
5.9,1.3,6,0,5,6,997.4,1.8,85,4.8,0.2,0.4
6.6,2.6,0,0,0,5.5,994.6,0.8,84,4.2,-0.9,-3.3
4.9,1.2,0,0,8,4.8,994.5,-3.1,98,0.3,-5,-7.3
9,1.8,6,0,7.7,5.9,993.8,2,87,4.7,-4,-4.8
9.1,3.3,6,0,7.3,9.1,994.1,7.5,88,9,3.4,2.6
14,5.4,6,0,7.3,9.2,986.4,8.7,82,11.9,6.4,4.6
17.2,6.3,6,0,7.3,9,982.6,7.4,87,9.7,6.6,6
16.4,6.1,6,0,6.7,8.4,977.3,7.4,81,9.9,6.3,5.6
25,6,8,0,7,7.4,965.8,3.8,85,7.4,0.8,4.5
15.9,6.3,8,0,7,6.1,971.7,0.9,92,2.5,-0.2,-1.3
24.7,9.3,8,0,7,8.1,963.8,4.4,89,8.5,0.2,-1.6
15.8,6.5,7,0,3.3,5.4,982,1,81,3.6,-0.2,0.4
12.2,4.2,8,1,6,5.9,984,0.8,89,3.8,-0.4,-2.4
4.2,0.9,0,0,3.3,4.5,990.1,-2,83,2.8,-3.4,-8.3
15,5.3,8,0,8,5.5,964.5,0.4,89,1.7,-4.4,-5.6
10,3.3,8,1,7.3,6.2,950.4,0.7,97,1.8,-0.2,-0.6
4.3,0.8,7,1,7.7,6,955.1,0,98,1.2,-0.8,-0.8
8,1.9,7,1,7.7,5.1,965.4,-1.2,90,-0.3,-2.2,-4.7
8.6,3.8,7,1,7.7,4.8,969.2,-2.2,92,-0.8,-3.5,-3.6
8.1,3.1,7,0,7.7,4.4,966.7,-2.6,87,-1.5,-2.8,-2.7
11.2,4.7,7,0,7.7,3.8,965.9,-3.4,80,-2.3,-4.2,-4
9.6,3.5,7,0,6.7,4.2,971,-2.6,83,-1.3,-3.5,-3.4
15.3,6.8,0,0,2.7,4,972.6,-2.6,79,-0.5,-4.2,-5.2
11.7,5.2,8,0,7.7,4.1,974.7,-2.9,82,-2.3,-3.4,-4.4
12.4,5.9,0,0,3,3.7,983.2,-2.4,72,-0.3,-3.3,-3.6
14.6,6.9,0,0,0,2.4,987.5,-4.6,58,-1.4,-8.2,-8.3
12.9,6.4,0,0,0.3,3.4,992.4,-3.2,72,-0.2,-8.2,-8.9
12.2,5.7,0,0,0,3.4,992,-1.1,63,3.8,-5.9,-6.9
8.7,2.4,0,0,0,3.4,987.7,1.8,51,7.5,-4.1,-8.1
7.6,2.5,0,0,6,4.3,984.6,-0.8,76,2.4,-5.8,-10
10.7,4.4,0,0,0.7,3.3,987.5,-1.9,61,1.7,-3.1,-4.8
14.8,7.1,0,0,0,2.4,989.9,-4,53,0.5,-6.4,-7.6
12.2,6.2,0,0,0,2.4,990.2,-1.5,46,2.9,-7.4,-9.1
9,4,0,0,7,3.5,990.3,1.1,55,4.8,-5.1,-5.8
15.1,5.1,6,0,7.7,6.9,981,4.3,84,5.7,1.1,0.1
12.9,6,6,0,8,9.4,973.7,7,94,8.2,3,2.4
10.2,4.3,6,0,7.3,8.2,975.9,5.3,89,8,3.2,4.6
12.6,4.1,8,0,7.3,7.3,974,3.1,92,5.7,1.4,2.7
7.2,1.3,8,0,5.7,6.2,978.2,1.1,91,4.3,-1,0.5
5.2,1.2,0,1,4.7,5.6,989,0.4,89,4.3,-2.6,-5.9
8.1,4,0,0,3,5.8,993.1,2.2,81,7.2,-1.9,-2.5
7.1,2.1,0,0,5.3,5.9,991.4,2.5,83,6.9,-1.9,-4.1
5.4,1.3,0,0,2,6.4,992.7,2.8,86,7.8,-1.4,-4.5
7.1,2.5,6,0,7.7,7.1,989.9,3.5,92,5.3,-0.9,-3
6.5,2.1,6,0,8,8.2,988.9,6.8,85,8.7,4,3.6
4.3,0.6,0,0,2.7,8.2,986.9,8.6,74,13.6,5.5,4.6
8.2,1.9,0,0,2,7.8,982.6,8.9,72,16.2,2.6,-1.6
5,1,0,0,3.7,7,983.1,4.2,86,10,1.8,-2.4
6.1,1.8,6,0,8,7.5,984.5,4.1,95,6.5,-1.2,-3.1
11.1,5.2,0,0,0.7,4.5,987.5,3.6,59,8,-0.9,-2
7.9,3.6,6,0,3.3,6,981.5,6,64,13.4,-0.9,-2.5
10.7,4.4,6,0,7.3,9.8,975.8,9.3,83,13.2,5.7,2.1
5.9,1.6,6,0,7.7,8.9,970.3,7.2,87,10,5.8,5.3
9.1,3,0,0,3,7.1,979.9,6.9,71,10.5,5.1,3.9
8.3,2.3,6,0,6.3,6.8,984.5,7.5,70,11.5,-0.2,-3.6
8.9,3.5,6,0,8,10.8,984.5,9.6,91,11.4,5.8,7.4
10.1,4,6,0,8,11,979.7,8.8,96,10.2,7.3,8.4
6,1.8,6,0,7,8.5,978.7,7.6,83,11.4,4.6,0.6
19.3,6,6,0,7.3,8,971.4,8,75,9.9,6.2,4.3
21.2,7.2,8,0,6,5.7,968.2,4.1,69,8.2,1.9,1.2
16,6.8,6,0,7.7,8.4,965.6,6.1,92,7.7,2.9,2
18.9,5.8,8,0,8,9.2,956.3,6.3,94,8.2,5.5,5.7
15.7,5.5,8,0,6.7,5.3,964.6,2.6,72,6.5,-0.2,0.3
16.7,5.9,7,1,6.7,5.7,962.4,1.2,85,5.4,-0.2,-0.3
9,3.5,6,0,7.7,5.3,960.2,2.7,75,5.8,-2.2,-5.2
8,2.4,8,0,5.7,5.8,963.1,2,80,5.3,1,1.5
3.8,1.4,0,0,4.3,5,971.9,2.5,71,7.4,-2.5,-5.6
12.9,5.8,6,0,8,7.4,969.1,4.2,90,5.6,0,-2.4
11.3,3.6,6,0,5.3,8.1,963.5,6.3,85,9.3,4,3.1
7,2.5,0,0,7.3,7.6,957.6,6.8,79,9.4,2.4,0.5
8.9,2.5,8,0,8,7.7,959.3,5.2,87,7.7,4.1,2.6
5.1,1.5,8,0,5,6.6,963.5,2.2,91,5.6,0.9,0.9
9,2.9,8,0,7.7,6,963.5,1.6,88,5.4,-1.7,-4.1
20,5.5,8,0,6.7,7.2,962.5,3.9,91,8,1.1,0.9
19.8,6.2,8,0,6.7,7.1,960.4,4.5,84,8.6,3.6,2.7
14,5,6,0,7.3,7.8,965.1,5.9,85,9.6,2.1,0.8
19.1,7,6,0,8,11.3,965.6,9.3,93,13.1,5.4,5.2
12.6,2.3,6,0,8,8.4,973.5,5,95,7.8,4.2,4
9.3,4.1,6,0,8,13.1,971.5,12.5,90,15.9,4.5,5
13.4,3.5,6,0,7.3,9.8,967.3,7.1,93,12.7,5.4,8.3
13.4,4.9,8,0,6,6.9,974.8,3.6,86,7.2,2.7,3
10.7,3.1,8,0,4,5.8,986.3,3.5,75,7.8,0.2,-1.3
9,2.9,6,0,8,7.4,986.2,4.6,89,7.1,0.3,-2.6
7.7,2.3,0,0,6,7.5,986,8.4,71,12.6,4,3.4
7.4,3,0,0,0.7,7.9,977.2,12,59,18,4.4,-1.2
13,4.1,6,0,7.3,8.1,966.7,12.4,56,17.6,9.2,3.5
11.7,3.1,6,0,5,11.1,960.7,14.6,68,19.6,9.3,5.3
8,2.8,6,0,7.3,10,966.3,7.9,90,13.8,6.1,7.6
10.7,4.1,6,0,3.7,8.3,973,13,61,17.4,3.6,1.6
12.8,2.9,6,0,7.7,11,967.4,12.3,76,19,9.5,5.8
8.9,3.6,0,0,3.7,7.9,971.6,11.4,62,15.9,6.6,6.3
14,3.8,6,0,7.3,8.5,968,11.4,62,16.6,8.7,3.1
5.6,2,0,0,3.7,9.1,969.8,10.5,73,14.5,6.5,3
8.8,2.9,6,0,7.3,10.1,970.6,10.2,82,12.9,6.6,4.4
16.4,3.2,6,0,6.3,10.2,969.5,10.8,79,16.6,5.6,1.3
13,5.1,6,0,7,9.3,972.6,9.6,79,15.3,6.8,6.8
12.8,3,6,0,5.7,8.7,974.3,12,65,16.7,5.6,3.8
9.3,3,0,0,6.3,8,976.6,11.1,63,15.3,8.6,8
11.5,3.4,6,0,7.7,9.3,969.3,12.5,65,18.2,5.9,1.9
12.9,4.9,6,0,7.3,10.3,962,10.2,80,13.8,8.6,7
13.8,5.4,6,0,8,9.5,968.2,7.3,92,9.8,6.6,5.5
16.2,5.4,6,0,5.3,7.9,973.1,9,69,12.7,5.7,4.8
9.7,1.9,6,0,6.7,10.3,975.1,9,90,12.2,6.8,5.5
5.9,1.6,0,0,5.3,10,978.1,12.4,72,17.7,5.9,2.4
7,3.3,6,0,8,12.1,976.1,14.1,78,18.8,8,6.4
6.8,1.8,6,0,7.7,13.2,971,11.5,93,15.1,9.9,10.6
10,3.2,6,0,7,10,968.5,10.9,77,14.4,8.1,7.4
7.8,3.4,6,0,7.3,9.7,967.5,11.7,73,15,7.5,4
12.9,3.1,6,0,7.3,9.4,963.5,7.4,91,12.4,5.9,5.4
15.8,5,6,0,6,9.4,959.6,8.9,84,10.8,5.6,3.3
14.1,3.6,6,0,7.7,10.4,963.9,8.9,89,13,5.9,3.1
6.8,2.6,6,0,7.7,10.2,971.9,8.2,92,10.1,7.4,4.8
7.7,2.7,6,0,8,12,971.7,11.7,88,14.3,6.8,4.1
10.4,3.4,6,0,7.7,13,968.9,12.5,89,16.7,9.6,7.8
10,2.9,6,0,5.7,12.5,966.9,13,85,16.9,10,9.6
14.1,2.7,6,0,7,11.8,972.3,10.2,92,16.7,7.4,5
9,2.9,6,0,6.3,9.5,975,12.2,69,17.5,7,6.5
10,3.1,6,0,5,9.9,975.6,11.7,74,15.3,6.9,4.9
11.3,2.9,6,0,6.3,10.2,969.9,13.4,66,19.9,8.8,4.8
10.2,3.2,6,0,7,11.2,966.2,9,95,11.7,7.8,7.6
6.4,1.4,0,0,5.7,10,974,10.5,79,13.4,6.8,5.1
6.8,1.7,6,0,8,11,973.2,9.3,93,13,7.8,5.8
7.1,2.3,6,0,8,10.7,969.1,8.4,97,9.4,7.5,7.4
8.9,3.2,6,0,8,10.6,971.6,8.2,97,10.3,7.6,7.6
8.2,3.1,6,0,8,9.8,974.3,7.3,95,8.3,6.9,6.7
6.3,1.9,6,0,8,9.2,977.3,6.6,94,8,6,5.9
7.1,2.2,6,0,7.3,9.7,974,8.4,88,11.5,4.6,0.4
10.6,3.6,6,0,7.3,9.7,971.6,9.2,84,11.1,7,6.3
5,1.3,0,0,6,9,974.4,13.2,63,17.3,5.4,0.1
13.8,3.6,6,0,6.3,12.6,976.3,18.2,62,23.3,9.7,6.7
14.4,3.9,6,0,7.7,13.7,976.6,18.3,65,21.2,14.4,10.3
9.1,3,6,0,6,12.5,981.8,15.7,71,20,11.4,10.2
4.8,1.1,0,0,4.7,13,983.6,20,58,24.6,12.4,7.8
4.8,1.3,0,0,5.3,14.3,983.5,22.6,53,27.6,14.6,7.5
10.2,2.9,6,0,5.7,16.6,980.5,21.2,65,25.3,15.6,11
12.7,5.8,6,0,3,12.8,981.4,16.2,71,21.3,12.5,12
10.5,5.5,0,0,2,10.6,981.9,17.6,54,22.8,9.4,7.6
7,2,6,0,4.7,16.3,981,22.3,61,27.5,12.4,9.3
9.3,2.7,0,0,4.7,17.5,983,20.7,72,24.7,18,17
8.8,2.3,0,0,4.7,13.4,980.9,15.7,75,19.8,13.9,11.1
4.9,0.6,0,0,7,12.5,976.7,17.1,65,21.4,11.8,11.3
5.8,0.6,6,0,7.3,14.5,977.1,19,68,23.1,13.5,10
10,2.2,6,0,7,14,980.6,14.6,83,19.6,12.2,8.9
8.9,2.5,0,0,4.3,11.4,983.2,14.2,70,18.3,10.4,5
9.2,2.8,6,0,4.7,9.6,987,12,69,15.4,8.6,4.6
6.1,1.9,0,0,4.7,7.9,988.3,11.4,60,14.3,6.1,0.7
8,2.7,0,0,3.7,7.4,985.2,11.2,56,16,7.4,3.9
12.6,4.7,0,0,3.3,9.4,985.2,13.2,64,16.4,8.4,6.4
12.7,5.2,0,0,4.3,9.8,981.4,17,52,21.3,10.6,8.6
11.8,4.5,6,0,2,11.4,978.7,19.7,54,24.8,12.1,8.9
7.5,2.6,6,0,8,16.7,977.8,17.3,84,21.9,13.2,13.6
7,1.8,0,0,5,16.5,977,20.6,69,24.4,15,12.8
6.4,1.8,0,0,2,13.5,975.7,22,52,26,14.4,10.7
8.6,1.5,6,0,5,16.9,977.4,17.6,82,23.1,14.7,9.5
8.2,1.4,6,0,5.3,16.5,978.4,19.8,74,25.9,14,9.7
8.8,2,6,0,5,18.4,977.3,18.2,87,23.2,15.4,12
10,2.2,0,0,6.7,15.9,973.4,16.8,80,22.4,14.1,10.1
5.4,1.2,0,0,4.7,9.6,977.2,13.9,62,18,8.6,3.6
7.9,2.1,0,0,3.7,10.9,976.6,15.4,63,20.6,9.1,3.5
9.1,2.8,6,0,7.7,13.2,973.5,14.7,78,18.1,11.1,6.1
8,2.3,0,0,6.3,12.4,980.2,13.7,80,15.5,12,12.6
5.8,0.8,0,0,4,12.1,983.6,17.5,63,21,8.5,2.8
6.6,2.4,0,0,1.7,12.9,981.5,20.1,55,24.6,12.9,9.2
8,3.6,0,0,1.7,14.2,979.2,21.4,57,26.2,15.2,13.2
10.6,3.4,6,0,4,15.2,979,23.2,54,27.2,16,14.9
5.9,1.5,6,0,3,16.8,977.3,22.8,65,27.6,15.7,14.4
5.5,1.1,6,0,6,18.8,976.7,20.3,79,25.2,17.3,14.8
8.9,0.9,6,0,5.7,18.7,977.2,20.4,79,26.6,15.9,12.1
9.7,2,0,0,1,18.6,979,23.6,65,28.9,15.4,14.2
7.5,3.4,0,0,1.7,13.5,979.6,25,44,30.1,19.3,12.6
6.9,1.8,0,0,1.7,14.4,980.5,25.8,44,30.7,18.3,11.6
7.2,2.6,0,0,1,14.4,980.4,25.1,46,30.6,20.7,17
8.4,2.4,0,0,3,15.9,979.4,22.8,57,27.6,18.5,12.9
5.1,1.9,0,0,0.7,11.4,980.1,18.2,56,24.2,13.7,10.6
4.9,1.1,0,0,0,12.2,978.7,21.4,51,27.8,11.4,5.4
6.8,1.5,0,0,1.3,13.4,976.9,25.8,42,30.6,16.4,10
6.8,2.4,6,0,2.7,15.3,976.3,24.6,49,31.6,19.4,13
11.3,1.9,6,0,2.7,19.5,978.3,22.1,73,26.2,17,15
11.3,2.8,6,0,3,17.4,980.3,22.8,63,27.1,18.2,15.3
8,2.3,0,0,3.7,16,982.7,18.9,70,24.2,16.5,14.6
8.3,3.6,0,0,1.3,8.5,983.6,16.9,47,22.2,10.2,9.8
8.1,4.7,0,0,2,10.6,977.3,23.4,37,29.4,12.6,10.6
8.6,1.7,6,0,5.3,14.8,974.2,24.7,50,30.8,18,14.8
12.9,2.4,6,0,5,18.2,973.7,19.8,80,25,15.7,13.6
8.1,3.4,0,0,4,16,975.5,23.8,57,28.5,15.4,11
9,3.4,0,0,4,18.6,975.7,26.9,53,33.2,19.3,16.5
7.8,2.4,0,0,6.3,19.5,977.7,26.2,58,30.9,22.1,17.9
11.5,3.3,0,0,1.3,18.7,978.8,25.7,58,31.8,21.2,19.7
6.4,1.4,0,0,4,15.2,982.8,22.9,57,27.3,17.4,14.7
6.8,2.4,0,0,0.7,15.5,979.6,24.9,53,29.9,17.2,13.4
10.6,3.8,0,0,1.7,15.2,972.1,27.1,45,34.2,19.6,17
15.9,4.2,6,0,5.7,18.2,972.1,20,74,28.6,16.4,19.5
8.4,2.3,6,0,5,11.8,975.8,15.8,65,20.6,11.8,6
8.1,2,6,0,7,11.1,982.7,14.6,69,18.3,11.2,7.4
8.5,1.8,6,0,6.3,10.8,984.2,16.3,62,20.3,10.9,7.9
10,1.9,6,0,7.3,12.1,981,15,71,18.9,12.3,8.6
7,2.1,6,0,7.7,13.4,980.4,13.3,87,14.9,12.2,11.3
7.5,2.7,0,0,4,13,981,16.8,71,21.2,12.6,12.4
10.7,4.6,0,0,0.7,13.9,982.7,20.2,62,25.3,13.1,11.4
