Wind_max,Wind_mittel,Schneehöhe,Bedeckungsgrad,Dampfdruck,Luftdruck,Temp_mittel,rel_Feuchte,Temp_max_2m,Temp_min_2m,Temp_min_5cm
7.2,2.9,0,7.3,6.8,986.7,2.3,95.0,4.3,-0.2,-2.4
10.6,5.2,0,6.0,5.8,979.2,4.3,72.0,7.8,-0.8,-2.1
9.1,2.5,0,7.1,13.9,980.2,14.6,85.0,20.0,10.4,9.3
8.0,2.7,0,7.7,14.6,983.9,15.6,84.0,17.4,13.1,12.4
11.6,2.9,0,6.7,16.5,973.9,15.3,95.0,17.5,14.7,13.2
6.5,2.1,0,7.3,9.6,977.8,10.6,76.0,14.4,7.0,6.1
13.2,2.6,0,2.8,5.0,985.57,8.0,48.96,16.5,0.1,-3.4
10.8,4.8,1,6.0,3.5,989.5,-4.8,82.0,-1.5,-6.2,-5.5
9.5,3.0,4,8.0,4.2,967.4,-3.5,87.0,0.4,-4.9,-1.7
8.2,4.0,0,1.7,5.3,974.3,-0.3,89.0,3.8,-3.1,-5.3
19.0,5.0,0,7.0,9.1,975.9,7.8,83.0,10.2,6.3,1.7
10.8,4.2,0,2.7,7.5,985.9,11.6,58.0,18.9,4.5,2.8
7.7,2.2,0,5.4,8.6,981.47,10.8,69.58,17.1,3.7,0.4
12.2,3.7,0,5.0,14.0,975.4,19.2,65.0,26.5,11.7,8.6
4.5,1.3,0,7.7,11.5,978.6,11.6,85.0,14.9,9.4,9.4
6.3,2.0,0,7.3,5.8,975.9,0.6,92.0,1.4,-0.2,-2.1
7.4,1.5,0,7.0,12.5,972.7,14.1,78.0,20.1,9.7,7.7
9.0,4.2,1,1.0,2.3,967.2,-10.7,80.0,-7.9,-14.5,-16.6
8.0,1.8,0,3.3,8.2,988.8,13.8,52.0,19.9,6.0,0.3
10.7,4.1,0,7.7,11.1,977.2,11.8,80.0,15.5,11.3,11.0
5.9,2.1,0,2.0,13.4,988.5,13.2,89.0,19.2,8.8,5.1
9.0,2.8,0,8.0,10.3,987.4,7.9,97.0,8.4,4.3,4.0
9.3,2.4,0,2.0,8.4,979.5,14.0,56.0,19.7,6.8,1.9
10.0,4.2,0,7.3,12.1,987.3,10.6,94.0,12.4,8.5,7.9
14.7,6.2,0,6.2,5.4,972.3,0.6,86.0,3.0,-0.6,-2.3
6.1,2.7,0,4.0,13.2,976.2,14.2,81.0,19.5,11.2,10.3
9.0,5.0,0,1.0,3.7,987.0,2.1,55.0,8.3,-3.1,-5.7
8.0,2.0,0,7.0,17.5,976.3,18.8,78.0,24.5,15.6,14.6
7.3,1.4,0,3.7,6.9,976.5,11.1,54.0,16.5,1.2,-4.4
3.9,1.7,0,7.0,6.1,990.0,3.1,81.0,7.9,-2.1,-4.6
9.0,3.7,0,0.3,10.4,981.2,18.8,48.0,25.3,12.1,8.1
12.6,4.9,0,7.7,12.7,976.3,11.6,93.0,13.1,10.4,10.4
7.8,1.5,0,5.7,10.7,979.8,12.4,75.0,18.0,8.7,6.8
7.1,2.6,0,5.4,10.4,981.22,15.1,62.71,21.7,5.8,3.3
10.1,2.2,0,7.0,19.5,980.7,19.7,84.0,25.0,17.2,13.2
13.7,3.5,0,5.5,15.7,976.95,18.3,74.63,24.6,11.8,8.6
10.2,3.4,0,3.7,13.1,981.1,18.1,65.0,23.5,10.3,7.7
7.4,3.0,0,7.3,6.7,979.5,4.0,81.0,7.0,0.6,-1.6
9.5,3.6,0,3.1,6.2,981.7,2.4,86.0,6.3,-0.2,-3.5
13.6,6.0,0,0.3,7.7,978.3,16.0,43.0,21.4,7.6,3.5
9.6,2.3,0,4.0,5.7,986.7,3.2,74.0,6.9,0.6,-1.4
10.6,4.3,0,6.7,10.8,970.7,10.7,83.0,14.4,9.4,8.8
15.0,4.7,0,6.8,14.9,975.5,17.3,75.0,21.6,13.5,10.4
9.4,3.2,0,3.9,7.9,984.0,9.7,66.0,15.3,4.7,0.8
7.4,3.4,0,3.3,10.5,974.0,11.8,78.0,17.2,6.6,6.8
8.5,2.5,1,8.0,4.4,960.0,-3.6,93.0,-2.0,-4.0,-10.2
8.3,2.9,0,5.7,7.3,975.0,9.8,62.0,14.6,6.9,5.0
6.1,2.5,0,8.0,10.4,980.1,7.7,100.0,10.0,6.2,6.0
5.8,1.7,0,7.9,6.2,991.6,0.3,100.0,1.2,-0.4,-0.3
16.6,2.8,0,6.0,18.0,976.7,20.0,75.0,27.6,16.5,14.1
18.2,6.8,0,7.5,10.4,978.4,10.1,84.0,13.0,7.6,7.0
10.1,2.7,0,1.7,12.7,985.5,15.9,71.0,21.5,8.4,4.1
8.5,1.5,0,4.7,11.1,975.4,14.2,68.0,18.0,9.6,5.6
10.3,4.5,0,7.0,7.1,979.8,2.2,97.0,4.4,0.6,0.5
5.6,1.4,0,4.0,10.7,983.6,12.5,76.0,16.8,5.8,4.0
8.4,1.5,0,7.7,5.5,975.0,1.4,82.0,2.9,-0.2,-2.7
12.7,5.2,0,7.8,9.2,983.48,6.3,95.92,7.6,4.6,3.0
5.3,1.7,0,1.3,3.8,985.8,-2.5,76.0,0.0,-4.4,-7.2
12.8,4.0,0,8.0,15.0,974.2,14.3,93.0,16.9,11.8,10.8
12.2,5.4,0,4.3,6.9,986.83,10.5,56.38,16.0,5.8,3.9
4.0,1.5,0,3.0,6.0,992.8,0.9,91.0,3.9,-1.2,-4.0
7.0,1.6,0,4.7,5.6,987.0,3.4,71.0,7.1,1.6,0.0
13.3,4.5,0,4.7,14.4,978.3,18.0,69.0,21.7,11.6,8.0
6.0,1.5,0,7.0,10.1,979.0,9.4,87.0,12.0,6.8,0.8
6.9,2.4,0,5.4,6.7,978.58,12.1,52.54,20.0,3.3,0.0
9.9,4.8,0,5.5,11.2,989.93,11.3,84.08,14.0,9.2,8.0
6.2,1.8,0,7.0,13.7,976.4,18.4,65.0,22.2,15.2,13.0
15.7,7.6,0,8.0,9.5,973.9,8.0,89.0,8.6,4.3,1.4
13.9,5.2,0,5.0,17.9,979.5,21.1,73.0,24.9,15.7,14.7
6.9,2.6,10,5.5,3.4,976.98,-6.7,92.75,-3.9,-10.0,-14.2
13.6,3.6,0,6.3,6.4,989.5,5.8,69.0,9.4,4.4,3.9
12.0,2.5,0,7.0,13.1,961.4,15.3,74.0,19.0,13.2,11.3
9.2,3.1,0,8.0,8.9,965.5,5.9,96.0,6.6,3.9,2.7
10.9,5.1,0,5.1,7.8,960.9,10.1,64.0,16.6,4.8,3.1
5.5,2.0,0,6.0,9.8,976.4,9.0,86.0,12.5,5.9,2.8
6.0,2.0,0,2.7,16.3,981.2,25.0,52.0,30.0,16.0,12.0
17.0,8.1,0,8.0,7.6,974.3,4.4,93.0,5.1,2.1,1.6
10.2,4.1,5,5.2,3.4,978.9,-4.1,75.0,-1.8,-7.6,-13.8
10.5,4.0,0,6.3,12.3,958.8,17.0,64.0,20.7,12.5,10.6
12.7,5.5,0,7.3,12.8,971.7,12.4,87.0,15.8,10.6,10.2
15.2,5.3,0,7.9,8.7,966.4,6.0,93.0,7.3,4.6,4.0
8.0,2.6,0,7.3,13.9,969.2,14.2,86.0,18.4,10.2,10.4
8.2,3.3,0,6.4,6.5,978.2,1.9,92.0,4.0,-1.8,-4.8
5.8,1.5,0,4.6,11.6,976.35,15.2,71.08,21.7,7.8,6.3
9.3,3.5,0,0.0,4.1,991.8,-1.4,73.0,2.8,-3.2,-4.6
10.3,4.2,0,7.7,12.4,971.1,12.6,86.0,15.5,9.2,9.2
6.2,1.8,0,8.0,7.5,972.7,2.8,100.0,4.7,0.8,-2.2
14.0,3.8,0,6.3,16.8,976.1,22.7,61.0,30.2,15.8,15.2
9.3,4.1,0,8.0,13.1,971.5,12.5,90.0,15.9,4.5,5.0
15.7,6.5,0,7.0,8.3,961.3,5.4,92.0,7.0,4.8,3.9
7.0,2.5,0,7.3,7.6,957.6,6.8,79.0,9.4,2.4,0.5
17.5,2.6,0,5.7,18.3,978.7,17.8,89.0,22.1,15.4,15.2
12.1,5.2,0,6.7,7.6,945.6,4.8,89.0,6.6,2.6,0.8
10.3,3.7,0,6.9,11.5,983.3,15.8,66.0,20.1,11.5,9.0
9.2,3.3,0,1.3,14.1,977.9,16.6,75.0,22.6,11.1,10.2
11.2,3.8,0,4.7,6.0,976.8,4.1,72.0,7.6,3.1,3.2
4.8,1.0,0,0.6,17.6,980.7,23.6,64.0,31.1,16.1,13.2
11.0,3.4,0,4.7,14.8,971.5,17.0,75.0,23.1,11.6,8.3
6.7,1.5,5,4.0,3.6,972.7,-6.1,92.0,-2.8,-10.7,-14.3
7.2,2.8,0,3.2,16.2,979.06,18.7,76.17,24.2,14.7,13.5
14.9,2.5,0,5.2,17.8,978.53,20.2,76.71,25.8,15.4,14.6
11.1,4.5,0,7.7,4.9,969.2,-1.8,91.0,-0.3,-3.0,-1.0
7.3,2.7,0,7.0,19.1,973.2,19.2,83.0,24.3,17.3,18.6
7.4,2.2,0,2.3,12.0,979.9,16.6,63.0,21.7,11.4,9.3
5.5,1.2,0,5.5,9.2,982.1,14.3,60.0,20.4,6.6,3.3
9.1,2.8,0,4.0,16.3,987.0,16.6,86.0,21.4,11.5,8.6
7.5,2.6,0,7.2,12.3,984.4,10.7,95.0,14.9,8.1,7.9
6.8,2.6,3,5.3,2.9,974.6,-6.8,80.0,-4.5,-12.7,-15.2
8.9,2.0,0,5.6,5.8,976.68,6.0,63.54,10.4,0.5,-2.2
9.8,4.4,0,3.6,7.1,977.73,6.0,75.71,11.5,1.7,-0.2
8.4,3.8,0,7.8,7.0,985.9,3.0,92.0,3.9,1.9,0.1
6.3,1.1,0,3.3,16.7,975.5,20.3,69.0,24.1,15.2,12.7
7.6,2.6,4,7.3,6.2,994.2,0.2,100.0,1.7,-1.9,-3.5
11.1,3.9,0,7.7,12.7,977.8,12.4,85.0,15.3,9.8,9.9
7.2,2.0,0,8.0,9.1,962.8,6.2,96.0,6.8,5.2,4.4
7.0,1.9,0,7.7,11.8,972.6,14.0,76.0,19.1,8.1,7.0
14.3,5.3,0,1.7,10.9,974.3,20.3,47.0,26.5,13.1,9.2
3.1,0.7,0,6.0,7.1,984.6,5.6,78.0,9.7,1.4,-2.1
5.5,1.4,0,1.3,9.3,975.2,13.9,62.0,19.2,6.1,1.3
15.3,3.6,0,7.7,10.4,956.7,8.5,93.0,10.7,6.9,5.8
6.8,2.4,0,2.7,8.4,966.6,14.8,51.0,20.3,8.1,3.5
3.1,1.1,0,8.0,4.5,986.4,-4.0,100.0,-2.7,-6.6,-8.7
13.5,3.3,0,7.3,8.0,966.8,7.2,77.0,12.6,5.2,3.1
4.8,1.0,0,2.7,9.0,983.7,8.7,80.0,13.8,6.4,1.4
10.8,3.4,0,5.7,7.1,959.7,4.4,86.0,7.9,1.3,0.2
15.5,5.1,0,7.0,11.2,967.1,10.9,87.0,14.0,9.0,8.1
9.3,3.8,0,7.7,11.0,973.1,10.2,88.0,14.3,6.9,7.0
9.4,2.1,0,6.0,9.5,974.4,7.0,91.0,10.2,4.0,6.4
6.3,2.1,0,6.0,12.1,977.1,14.7,75.0,20.4,9.7,8.6
11.0,3.1,0,5.3,10.8,978.3,9.9,87.0,14.0,8.3,7.3
13.0,5.0,0,7.9,9.3,974.82,6.7,94.33,9.7,4.2,2.9
17.4,6.3,0,7.2,9.3,969.1,9.0,81.0,11.9,5.9,4.7
10.5,3.2,0,2.0,18.8,974.7,20.4,79.0,26.2,14.0,12.3
8.1,1.9,0,4.3,16.5,979.8,20.8,69.0,25.8,13.2,10.8
9.6,4.4,0,0.0,3.4,977.6,-4.8,80.0,-1.7,-7.5,-9.5
13.4,4.9,0,7.3,6.4,968.4,1.7,91.0,4.6,0.6,1.0
7.9,2.8,4,7.8,6.6,979.81,1.0,99.54,3.0,-0.4,-0.5
7.5,2.4,0,6.0,10.8,969.2,11.5,82.0,16.0,6.5,6.4
13.5,5.1,0,8.0,16.0,970.5,16.0,88.0,19.5,13.2,10.0
15.9,4.2,0,5.7,18.2,972.1,20.0,74.0,28.6,16.4,19.5
3.7,0.5,0,3.3,16.0,984.3,19.6,71.0,24.0,12.0,7.4
14.9,5.6,0,5.7,8.0,966.0,6.8,80.0,10.9,4.6,5.7
6.9,0.9,0,7.7,10.9,977.2,11.2,82.0,17.0,6.4,2.4
5.0,1.0,0,7.3,11.7,981.0,9.6,95.0,12.1,7.4,8.7
6.0,1.0,0,1.1,12.3,984.8,19.8,56.0,28.4,12.9,8.0
9.1,2.0,0,6.7,10.9,984.6,12.3,77.0,14.6,7.5,6.3
12.5,5.7,0,0.0,9.9,981.8,13.9,63.0,19.6,7.2,6.2
4.2,1.0,0,8.0,12.4,980.3,10.5,98.0,11.7,9.0,9.0
8.2,3.7,0,0.1,9.2,983.3,18.6,44.0,25.8,12.1,7.3
6.4,2.4,0,4.6,8.8,993.6,12.3,64.0,17.9,6.4,2.7
10.2,4.7,0,5.7,14.7,974.9,15.4,85.0,19.4,11.8,8.6
6.1,2.7,3,8.0,4.4,983.1,-3.8,97.0,-3.1,-5.6,-5.5
7.0,3.3,0,4.7,4.8,976.6,-2.3,92.0,0.0,-4.9,-5.4
9.5,3.9,0,0.0,8.1,978.2,8.9,73.0,14.5,3.2,1.7
6.7,2.0,0,8.0,6.0,988.7,0.2,99.0,3.0,-3.9,-5.7
10.4,3.7,0,5.3,7.7,978.2,9.9,63.0,14.6,5.0,0.8
18.0,4.3,0,4.3,8.3,989.1,12.0,62.0,16.4,4.6,-0.9
8.4,3.0,0,1.8,8.4,981.0,15.5,52.0,24.3,5.0,2.8
7.5,3.0,0,8.0,11.5,960.4,9.4,98.0,10.5,7.5,7.6
5.4,2.2,0,7.3,9.7,984.3,10.1,79.0,13.5,7.2,6.2
9.3,3.2,0,6.6,7.9,976.5,5.2,90.0,7.4,3.5,2.1
5.7,0.8,0,6.7,19.6,983.7,22.2,74.0,28.1,18.6,16.4
7.9,3.7,0,0.3,14.3,976.33,23.2,51.54,29.3,16.9,14.4
8.2,3.0,0,7.7,15.2,971.2,16.1,83.0,19.7,13.0,11.5
8.5,3.8,0,5.7,13.5,978.3,14.1,83.0,18.3,11.7,11.3
29.0,6.1,0,6.0,11.5,974.1,10.2,91.25,13.5,6.4,5.0
6.1,2.0,0,3.8,18.0,979.5,19.8,80.0,25.4,14.6,10.7
8.1,2.8,0,4.7,10.7,971.6,12.2,76.0,17.7,9.3,6.7
13.2,4.8,19,6.0,6.5,968.8,2.1,90.0,4.8,-1.2,-1.2
9.3,3.4,0,7.5,9.5,969.1,7.3,93.0,9.4,5.4,4.8
8.9,3.8,0,3.7,17.5,982.8,22.5,62.0,26.5,20.7,16.8
13.0,3.3,0,2.0,9.3,978.5,14.4,62.0,19.8,4.5,0.0
13.2,3.4,0,7.0,9.5,979.2,7.8,88.0,10.5,5.4,3.5
8.5,3.2,0,0.3,5.9,980.8,9.5,51.0,15.7,3.2,1.6
10.6,4.3,0,6.8,14.3,982.13,14.8,85.58,19.7,9.4,7.2
16.8,5.7,0,7.3,6.3,969.3,3.5,81.0,8.0,2.1,1.4
9.0,2.5,0,7.7,7.6,974.3,11.0,59.0,16.0,4.9,1.1
9.3,1.6,0,1.3,8.0,981.7,11.2,61.0,17.1,7.0,1.2
14.1,4.6,0,7.3,13.1,972.0,14.9,77.0,19.7,12.9,14.2
14.0,5.5,0,8.0,12.3,973.1,10.7,96.0,12.2,8.1,7.9
8.0,1.6,0,5.3,22.4,981.9,21.9,84.0,26.8,18.1,16.2
7.1,1.7,0,5.3,6.7,969.1,4.7,79.0,8.7,1.6,-1.6
9.5,3.6,4,7.7,6.0,967.2,1.2,92.0,2.5,-1.8,-2.1
10.5,2.7,0,4.6,8.6,974.8,12.8,59.0,18.7,7.3,6.5
6.0,1.4,0,2.7,10.8,982.2,15.6,61.0,20.8,6.8,3.3
16.9,6.2,0,7.0,12.4,981.3,15.0,73.0,18.2,10.7,7.2
18.5,7.3,0,7.7,7.2,965.1,3.5,90.0,5.6,2.9,2.1
12.8,4.4,0,5.0,7.7,981.0,7.8,73.0,8.9,4.5,4.8
6.7,2.7,0,4.3,5.0,988.3,-0.4,83.0,3.2,-2.9,-4.1
10.3,2.4,0,3.3,18.3,982.6,22.0,71.0,27.6,17.6,13.6
7.9,2.1,0,8.0,8.2,975.7,5.0,95.0,6.5,2.0,-0.8
14.0,4.4,0,7.7,11.9,973.1,11.5,89.0,14.4,9.3,7.5
8.2,1.5,0,1.3,12.8,986.6,13.5,83.0,19.3,8.4,5.0
11.8,5.7,0,1.7,9.7,980.8,16.9,54.0,22.3,9.7,8.3
9.3,2.3,0,6.7,7.0,970.5,3.0,93.0,4.9,2.2,0.1
6.1,2.6,1,6.8,4.0,985.2,-1.9,75.0,0.0,-4.2,-6.4
9.5,4.4,0,7.7,12.5,972.7,13.2,83.0,17.0,10.5,9.9
10.6,4.6,5,4.3,4.3,965.2,-2.8,87.0,-0.7,-7.1,-9.7
9.9,3.1,0,3.4,6.8,982.3,9.0,61.0,14.1,4.3,2.3
9.5,3.0,0,3.8,14.6,982.2,23.1,54.0,30.1,15.6,13.4
8.5,3.5,0,6.0,7.2,966.2,3.9,88.0,7.8,0.7,-0.4
11.0,3.7,0,6.3,10.7,972.7,11.2,81.0,15.3,8.2,5.0
7.3,2.7,0,5.7,5.1,978.6,1.6,76.0,4.1,-1.8,-4.6
12.3,4.3,0,6.0,5.2,965.8,1.0,80.0,4.4,-3.5,-3.9
7.2,1.8,0,4.0,15.3,984.76,20.3,67.46,27.4,11.6,8.9
11.1,3.3,0,8.0,12.8,980.3,11.9,91.0,17.0,10.8,11.0
5.5,1.3,0,6.3,10.3,983.7,13.0,70.0,16.6,7.2,1.1
6.0,2.2,0,3.0,11.0,981.6,19.6,49.0,25.2,13.3,10.3
11.0,2.2,0,7.3,9.5,965.9,9.2,81.0,14.7,8.0,7.0
17.7,5.9,0,6.5,17.7,978.8,19.6,79.0,26.5,16.0,13.3
8.0,2.7,0,7.7,10.6,974.0,9.1,94.0,11.4,7.0,6.2
11.9,5.1,0,2.3,3.5,974.0,-2.8,71.0,-0.1,-6.3,-7.5
13.7,6.8,9,5.5,5.1,955.4,-1.1,91.0,0.1,-2.2,-4.4
8.9,3.9,0,2.3,4.2,985.8,-1.8,78.0,2.6,-4.2,-6.2
14.6,3.8,0,7.0,17.1,976.1,15.2,94.0,23.7,13.2,16.0
7.1,2.7,0,7.3,17.4,974.7,16.5,92.0,20.5,14.8,13.5
6.5,2.6,0,7.0,11.9,981.6,13.3,78.0,17.0,8.4,6.5
13.9,5.5,3,7.0,4.5,983.7,-1.8,84.0,-1.0,-3.0,-3.4
16.6,6.0,2,6.3,6.2,971.7,2.2,87.0,4.9,-0.5,-0.1
12.0,4.8,0,6.3,7.0,961.5,7.7,68.0,12.6,5.3,1.6
8.9,2.4,0,3.9,10.1,991.0,8.6,91.0,13.3,4.1,1.5
8.7,2.1,0,5.3,5.3,977.9,1.6,79.0,4.2,-3.5,-6.3
4.0,1.9,0,7.7,5.6,980.4,-0.2,93.0,0.9,-1.6,-2.6
12.1,5.0,0,1.7,12.2,984.2,12.1,85.0,17.4,10.1,9.0
5.5,1.5,0,4.7,11.7,984.0,12.4,82.0,17.7,8.7,8.4
9.1,2.1,0,1.8,7.5,986.65,9.7,66.46,17.2,1.8,0.2
6.6,1.5,0,6.3,6.4,988.6,5.0,77.0,9.6,-2.9,-5.9
5.0,1.6,0,5.3,17.9,973.9,20.9,75.0,25.2,13.6,12.3
9.9,3.7,0,7.7,7.6,979.2,3.8,93.0,5.7,2.0,0.8
19.0,7.0,0,7.3,7.9,972.2,5.2,87.0,7.3,2.5,1.5
4.2,0.5,0,5.0,5.9,976.2,1.4,87.0,5.5,-1.6,-3.6
6.4,1.4,0,4.7,11.1,992.1,10.5,84.0,15.2,8.8,4.6
9.8,3.4,0,5.0,10.9,981.4,13.5,71.0,17.3,10.9,9.8
14.4,5.8,0,6.3,7.7,971.9,4.8,89.0,6.7,0.4,-2.4
8.4,1.8,0,6.3,9.9,981.8,12.2,71.0,16.5,7.1,2.9
6.6,2.5,0,8.0,15.5,976.7,14.9,91.0,16.7,13.0,13.0
7.5,2.6,0,4.2,5.5,988.6,-0.9,96.0,4.3,-2.8,-4.1
18.1,6.4,0,7.0,9.5,976.9,9.0,83.0,12.6,6.5,4.9
12.4,3.2,0,8.0,12.3,970.2,10.0,96.0,16.0,8.4,12.4
14.2,3.8,0,7.7,10.2,972.7,8.4,91.0,10.2,7.4,7.6
10.7,3.8,0,0.0,7.2,987.4,6.6,75.0,11.5,1.0,-3.0
15.2,6.5,0,4.7,11.5,965.9,15.3,71.0,19.4,8.6,7.8
10.7,3.9,0,7.3,8.6,963.6,12.7,58.0,17.1,11.8,8.4
14.9,3.2,0,7.3,8.3,984.3,5.7,90.0,8.2,4.0,3.0
7.0,1.3,0,4.0,16.9,982.0,22.9,62.0,28.9,15.9,10.7
7.5,2.4,0,4.7,9.7,977.8,12.4,70.0,16.0,7.8,5.7
13.1,5.2,0,6.7,6.3,969.8,1.4,93.0,2.6,0.7,0.2
9.1,4.1,0,2.7,7.1,985.8,5.1,81.0,9.5,0.7,-1.1
15.6,5.7,0,3.5,12.2,980.4,15.7,69.0,19.8,12.2,10.0
6.9,2.3,0,4.5,5.8,986.07,0.1,95.04,2.1,-1.9,-4.2
5.5,2.0,10,0.7,4.7,983.6,0.4,75.0,4.6,-2.3,-4.6
6.8,2.0,0,1.7,10.2,982.6,15.9,58.0,24.6,9.1,4.3
6.2,1.8,0,0.8,11.8,984.7,19.6,55.0,26.0,11.4,9.1
9.0,4.0,0,4.0,7.5,967.6,13.2,52.0,19.8,4.0,1.4
9.9,4.0,0,0.3,13.2,982.8,19.6,59.0,24.6,11.8,10.6
9.0,3.0,0,4.3,9.3,976.2,10.4,73.0,13.9,7.3,5.4
14.1,4.5,0,8.0,12.9,969.9,13.0,87.0,15.9,10.1,10.5
8.0,3.4,0,4.3,7.0,980.7,6.6,71.0,9.8,2.0,0.1
6.3,2.6,0,0.3,5.3,992.2,0.3,85.0,6.1,-2.9,-6.2
7.2,3.0,0,3.0,6.0,1001.1,3.8,73.0,11.6,-0.3,-3.8
7.9,3.1,0,7.5,14.7,981.8,16.4,79.0,19.1,14.2,11.4
13.2,4.9,0,4.7,9.5,977.2,11.6,68.0,17.3,9.3,4.3
13.0,3.4,0,5.3,11.3,977.5,13.4,74.0,18.9,10.3,9.2
6.5,2.1,0,3.3,15.6,973.95,20.4,67.58,26.9,14.6,13.0
9.0,2.6,0,6.7,6.5,980.7,2.0,88.0,5.0,-0.5,1.8
9.8,2.9,0,7.6,10.9,990.2,8.6,98.0,10.2,4.8,1.4
5.0,1.0,0,6.0,7.9,974.4,4.2,93.0,6.8,3.4,3.0
9.2,2.4,0,6.0,11.4,970.0,15.0,68.0,18.7,11.3,8.8
15.0,5.7,0,5.0,13.6,979.4,14.9,80.0,19.6,10.9,9.4
5.0,0.9,0,4.0,8.4,986.3,12.2,61.0,17.0,5.2,0.6
9.2,2.1,0,5.0,6.5,972.7,10.0,57.0,15.7,2.1,-2.5
9.3,3.1,0,0.0,7.6,976.0,7.2,76.0,11.8,1.4,-5.2
17.4,3.5,0,3.2,18.8,972.3,22.5,71.0,31.7,16.0,14.6
6.7,2.1,0,7.3,12.2,984.42,10.6,95.13,12.0,7.9,5.8
4.3,2.0,0,7.3,6.4,988.2,4.4,76.0,6.9,1.5,0.9
15.1,4.7,0,6.0,11.1,962.2,14.9,65.0,24.1,11.0,10.0
11.2,3.7,0,7.0,7.9,971.8,9.2,67.0,12.4,7.6,7.4
8.2,1.4,0,5.7,13.1,984.1,18.5,60.0,23.1,15.7,14.4
11.4,3.1,0,4.3,9.8,972.8,8.3,89.0,11.5,4.4,0.7
12.0,3.4,0,5.3,13.3,980.2,12.0,92.0,15.7,10.2,7.9
3.8,0.7,0,7.0,5.3,968.8,0.2,86.0,2.5,-1.7,-2.0
11.2,2.6,0,6.0,10.0,975.9,9.3,87.0,14.5,6.5,4.9
20.3,8.2,0,6.0,9.1,991.4,7.4,85.0,11.6,5.5,6.5
4.3,0.5,0,4.7,8.7,992.3,7.3,85.0,12.7,3.4,1.4
7.0,2.1,0,4.7,6.1,984.7,7.6,59.0,12.6,1.2,-1.7
12.2,3.2,0,6.0,10.9,971.2,13.6,68.0,19.3,8.5,4.1
6.3,3.1,0,0.0,15.6,982.7,22.7,57.0,28.3,16.0,12.3
5.3,1.5,4,8.0,7.6,964.6,3.4,99.0,4.7,-0.2,-0.6
14.5,4.8,0,2.7,8.9,976.3,13.3,59.0,18.0,5.0,2.9
8.4,3.0,0,4.6,16.1,974.2,20.1,70.0,25.9,14.2,11.2
11.8,5.0,10,7.4,5.2,985.2,-1.5,94.0,-0.1,-4.1,-7.0
8.9,2.4,0,4.3,7.7,990.2,8.7,67.0,13.6,6.5,3.0
7.5,2.3,0,4.7,11.9,972.6,12.6,81.0,19.0,6.8,4.8
8.5,4.4,0,1.0,5.9,975.4,7.3,59.0,11.7,-0.5,-1.2
16.1,9.2,6,7.7,8.8,976.3,5.7,96.0,8.1,2.2,1.6
8.2,4.0,5,8.0,5.4,979.8,-1.2,96.0,3.1,-2.5,-2.4
6.6,1.5,0,2.3,5.1,985.8,-0.9,88.0,2.4,-3.6,-6.6
5.8,1.4,0,5.3,15.9,980.5,18.8,74.0,24.3,10.3,8.0
7.0,1.5,0,1.0,14.7,982.0,19.6,65.0,24.2,14.2,10.4
5.1,1.6,0,3.3,16.8,984.2,19.5,74.0,24.7,11.5,8.4
6.6,1.8,0,7.0,8.9,981.9,7.8,86.0,10.1,4.0,1.1
6.9,1.7,0,8.0,8.2,958.0,4.6,96.0,5.7,4.0,3.2
7.0,2.7,0,6.3,12.8,977.8,14.8,76.0,19.0,11.9,9.2
5.9,2.0,0,0.0,11.6,984.3,13.2,77.0,18.1,7.6,5.2
12.9,3.4,2,8.0,8.3,972.4,5.0,96.0,6.9,1.6,-0.4
11.0,3.2,0,3.7,10.3,979.2,17.8,52.0,24.1,7.8,4.2
8.1,4.2,0,3.0,12.8,973.8,17.6,66.0,22.6,13.3,11.9
17.4,6.4,0,7.3,9.2,975.6,8.8,81.29,11.3,5.6,4.1
9.8,2.6,0,6.3,15.6,984.0,18.3,76.0,22.8,10.4,6.4
21.1,1.0,0,7.0,13.9,978.1,15.5,79.0,21.9,11.1,10.2
11.9,3.5,0,7.7,10.1,969.9,10.2,82.0,11.8,7.7,3.6
9.9,1.9,0,4.0,9.9,970.0,14.4,61.0,21.3,8.4,3.2
6.0,1.8,0,7.3,9.6,981.3,9.5,81.0,11.5,5.2,4.2
6.0,1.6,0,5.3,5.5,979.0,1.3,81.0,4.1,-1.6,-1.5
5.6,1.1,0,7.7,11.3,975.9,11.0,86.0,12.6,7.9,4.3
16.2,5.7,0,6.7,8.7,962.7,7.2,87.0,10.1,2.3,2.2
13.1,3.0,0,6.3,16.5,975.9,18.8,76.0,25.0,14.0,10.8
7.0,2.6,0,5.0,10.3,979.7,9.8,85.0,14.1,5.6,2.0
11.4,5.1,0,1.7,10.5,980.2,14.8,64.0,20.4,9.0,8.1
11.5,2.4,0,7.1,17.8,979.87,18.1,85.92,23.3,13.9,12.9
4.6,1.2,0,8.0,11.1,971.2,9.7,93.0,11.6,8.1,7.0
10.4,2.7,0,5.4,14.8,976.9,20.0,67.0,25.8,12.6,11.0
19.6,9.0,0,8.0,9.5,974.8,8.4,85.0,9.7,6.5,5.5
5.0,0.9,0,7.7,15.3,975.4,16.5,82.0,20.0,12.1,9.1
6.3,1.2,0,3.3,10.9,972.0,13.7,72.0,19.6,6.4,1.0
13.0,5.1,0,7.0,9.3,972.6,9.6,79.0,15.3,6.8,6.8
