Wind_max,Wind_mittel,Schneehöhe,Bedeckungsgrad,Dampfdruck,Luftdruck,Temp_mittel,rel_Feuchte,Temp_max_2m,Temp_min_2m,Temp_min_5cm
4.2,1.9,0,0.3,14.0,985.5,19.7,64.0,27.5,13.4,9.7
8.0,3.0,0,3.7,4.0,981.6,-2.7,78.0,-0.5,-3.7,-4.1
8.9,3.4,0,5.7,14.8,974.3,15.6,84.0,20.0,11.7,10.6
7.2,2.7,0,6.7,16.9,982.7,16.9,87.0,20.9,15.4,15.3
11.5,5.7,27,0.3,2.6,988.7,-8.4,78.0,-5.3,-10.7,-13.0
5.8,1.5,0,7.7,5.7,980.2,-0.2,96.0,2.6,-1.6,-5.5
7.8,2.1,0,5.3,7.1,981.9,11.2,54.0,18.0,8.5,7.0
5.1,1.1,4,7.8,4.1,975.4,-3.9,90.0,-2.4,-4.9,-7.3
3.2,1.3,0,8.0,5.7,995.4,-0.7,98.0,4.9,-1.2,-2.5
12.4,5.4,0,7.2,15.7,976.1,16.3,85.0,19.4,14.5,11.2
23.8,7.9,0,8.0,8.2,964.1,4.6,96.0,14.2,4.0,4.2
6.4,1.9,0,3.0,3.3,986.6,-1.8,65.0,2.2,-8.2,-12.0
7.2,1.6,0,5.3,16.5,983.0,18.7,77.0,24.0,14.3,12.2
8.3,2.7,0,5.3,6.8,967.8,10.4,54.0,14.6,4.4,1.1
5.1,0.8,0,6.7,12.7,977.1,16.9,68.0,21.3,12.5,10.5
7.8,3.4,0,2.1,9.6,980.6,16.0,55.0,22.6,9.4,7.0
15.2,6.8,2,7.5,3.8,973.0,-4.1,84.0,-3.2,-4.9,-5.1
12.0,6.4,7,0.0,2.8,979.4,-6.0,71.0,-2.2,-11.2,-12.7
4.1,1.3,0,6.9,11.6,982.59,10.6,91.29,13.3,7.5,6.1
10.7,3.0,0,5.3,14.1,971.6,19.0,64.0,24.5,14.1,9.1
11.0,3.0,0,8.0,7.7,984.9,3.8,94.0,5.2,2.5,4.5
17.2,6.3,0,7.3,7.9,965.4,6.8,81.0,10.6,4.0,2.6
9.8,3.1,0,6.0,14.0,976.7,23.6,48.0,31.1,17.6,16.9
23.9,7.9,0,7.0,8.4,970.9,5.9,90.0,10.0,1.4,1.5
10.7,3.7,0,5.3,14.7,977.2,16.9,77.0,21.4,11.8,10.4
11.7,6.3,0,7.3,4.4,972.3,-2.2,84.0,-0.2,-3.2,-2.4
13.5,5.1,0,5.0,6.4,975.8,4.6,75.0,10.9,2.7,2.6
14.6,4.3,0,7.0,11.0,975.7,9.4,93.0,12.3,3.9,0.6
14.9,6.2,0,7.2,14.1,973.3,12.5,96.0,14.3,7.2,5.2
5.7,1.9,0,5.3,6.4,979.5,0.7,98.0,3.5,-1.5,-4.1
13.0,4.5,0,5.3,6.0,980.7,5.4,66.0,9.6,2.2,1.4
8.5,2.9,0,0.7,3.4,980.1,-1.6,63.0,4.5,-6.1,-9.7
7.5,3.3,1,3.7,4.9,991.9,-2.5,96.0,0.0,-4.2,-5.3
9.0,1.5,0,3.3,13.5,983.1,17.6,68.0,22.9,13.8,13.2
15.0,5.4,0,7.7,7.2,946.0,3.2,91.0,5.7,2.3,2.0
8.3,1.7,0,4.0,15.9,980.0,21.6,64.0,27.3,15.0,11.6
12.0,4.0,0,5.0,6.3,981.2,6.3,66.0,12.1,0.0,-1.7
6.4,2.1,0,3.7,7.5,956.7,9.4,64.0,14.8,4.1,-1.6
8.0,2.9,0,3.3,5.2,973.1,0.9,78.0,4.5,-0.7,-0.9
7.6,2.5,0,7.3,13.7,973.3,13.6,87.0,19.6,9.5,6.1
9.9,1.8,5,2.3,4.1,987.7,-3.8,87.0,0.1,-6.3,-8.6
6.3,2.0,0,5.0,9.7,966.5,13.4,67.0,18.8,5.7,2.6
11.6,3.3,7,7.1,7.0,971.6,2.9,92.0,5.4,-1.6,-3.4
12.0,4.5,0,8.0,6.7,982.1,2.0,96.0,2.7,-1.2,-1.4
8.9,2.5,0,4.3,17.6,976.91,23.4,64.0,30.3,14.4,12.7
17.9,5.0,0,6.5,8.9,964.8,6.2,93.0,9.0,2.1,-1.0
7.7,2.6,0,1.5,7.1,970.6,11.3,57.0,20.0,1.3,-2.0
7.5,3.0,0,1.3,12.3,974.6,13.0,82.0,20.6,5.8,5.0
7.3,2.9,0,5.4,17.1,982.3,17.8,84.0,22.1,13.7,10.7
15.6,3.8,0,1.7,14.0,984.4,19.8,58.0,27.2,14.6,9.0
7.7,2.7,0,6.8,11.9,982.98,11.6,87.83,16.6,7.2,4.8
2.9,0.8,0,0.3,10.3,986.8,13.2,71.0,20.7,4.4,-0.2
8.4,4.0,0,3.7,7.1,983.4,5.4,78.0,10.1,1.3,0.1
4.8,0.9,0,8.0,6.6,988.4,1.8,96.0,2.7,0.3,0.1
6.4,2.3,0,7.0,9.3,976.8,8.7,82.0,13.5,4.6,1.0
9.6,3.2,0,4.7,8.3,987.0,7.0,85.0,7.8,3.6,1.6
5.4,1.0,0,4.7,6.5,990.1,5.0,77.0,10.4,-0.5,-4.0
8.9,1.4,0,7.3,14.3,982.8,14.1,89.0,17.2,12.1,11.1
8.2,3.2,0,5.3,17.6,975.2,19.6,75.0,25.2,13.0,10.8
6.9,2.4,0,7.7,9.6,974.6,7.2,94.0,9.5,4.3,3.2
9.0,1.7,0,7.0,8.7,971.9,7.6,79.0,12.7,6.2,9.6
8.0,3.4,0,6.3,4.4,983.7,-2.5,87.0,-0.2,-5.9,-6.7
11.0,2.6,0,6.7,14.6,979.0,15.2,85.0,18.6,10.8,7.9
4.0,0.7,0,0.0,7.6,989.1,8.0,74.0,13.6,-1.4,-3.1
9.4,3.1,4,7.0,6.3,967.4,1.5,91.0,2.6,0.8,-0.1
6.5,1.3,0,3.3,16.0,979.8,17.0,82.0,22.6,12.7,10.2
5.1,1.7,0,8.0,6.6,985.5,1.4,97.0,2.7,-0.1,-0.3
9.4,3.9,0,7.0,12.5,973.9,13.1,83.0,16.7,10.6,9.0
12.9,3.8,0,7.0,12.6,978.34,14.6,76.75,19.0,11.3,9.5
5.5,2.5,0,7.3,5.7,977.2,1.4,90.0,4.1,-2.4,-2.0
10.1,3.7,0,7.7,14.5,975.6,13.5,93.0,15.7,13.0,11.0
10.6,4.0,0,8.0,13.5,981.4,13.0,91.0,14.9,11.1,10.4
6.7,2.2,0,3.3,12.4,984.8,17.6,64.0,23.3,13.2,12.8
6.9,2.2,0,0.0,9.6,994.6,8.8,85.0,15.5,3.3,0.6
5.7,1.9,0,3.3,13.7,983.1,16.2,77.0,21.4,9.0,5.6
6.7,2.6,0,1.8,11.6,982.93,13.1,77.63,20.5,7.5,6.1
11.6,2.9,5,7.7,4.3,985.1,-2.8,87.0,0.4,-10.0,-13.4
12.8,4.0,0,7.0,9.4,974.3,10.3,75.0,13.7,5.5,4.8
5.6,1.3,0,3.0,16.5,981.5,22.8,61.0,27.6,14.3,10.2
8.1,3.4,0,7.0,13.8,971.9,13.9,87.0,18.3,11.3,11.3
4.6,1.5,0,4.8,5.7,993.3,4.1,71.25,11.8,-2.3,-5.5
16.7,7.5,0,6.6,5.8,973.7,6.7,59.0,10.6,2.9,2.5
14.8,5.7,0,8.0,7.6,959.2,5.1,83.0,8.3,3.3,4.9
7.5,2.2,0,4.0,9.7,988.3,12.2,70.0,17.2,6.8,4.9
13.6,4.5,0,6.7,6.5,990.7,2.3,90.0,4.5,-1.0,-2.0
18.1,4.1,0,5.7,5.9,967.6,1.8,88.0,4.2,-4.6,-8.1
19.3,7.0,0,7.0,6.6,975.9,4.3,76.0,7.0,3.1,4.8
8.4,3.2,0,8.0,6.9,990.7,3.2,91.0,5.2,1.3,1.0
12.0,5.4,0,3.7,8.3,974.4,14.2,56.0,19.4,6.7,5.4
17.5,6.4,0,6.3,7.1,968.2,6.4,76.0,7.6,2.1,2.2
7.1,3.3,0,7.0,5.3,968.0,-0.8,92.0,0.6,-2.1,-4.6
6.3,1.8,0,3.4,12.9,977.5,18.4,64.0,25.4,9.7,7.3
7.2,2.3,0,3.7,22.2,981.2,21.0,84.0,27.9,17.3,15.7
11.0,3.8,0,6.7,8.5,978.0,9.6,73.0,14.1,7.6,7.1
5.3,1.3,0,6.7,12.0,985.4,15.7,68.0,20.2,13.3,11.5
5.0,1.3,0,5.0,12.0,984.0,13.5,77.0,17.0,8.4,3.9
8.9,2.7,0,5.0,11.6,985.8,19.7,51.0,25.4,13.3,9.6
13.0,3.3,0,4.0,12.3,974.4,15.3,70.0,20.5,11.6,8.6
12.2,3.9,0,8.0,9.2,980.0,7.7,89.0,8.7,4.6,4.6
7.8,3.5,0,0.0,7.1,979.0,12.7,51.0,18.4,4.4,1.7
12.7,4.3,0,3.9,7.7,980.83,8.7,70.46,14.1,5.0,1.6
6.3,2.7,1,1.4,2.9,999.2,-7.7,84.21,-4.3,-10.3,-13.6
8.2,2.8,0,7.0,17.4,972.8,16.6,91.0,19.3,14.4,13.8
15.2,5.4,0,6.7,16.1,971.8,18.1,79.0,20.7,9.7,5.5
9.5,3.6,0,8.0,8.7,980.7,6.4,91.0,7.7,4.3,4.0
7.5,2.1,0,4.7,11.5,986.3,12.6,80.0,17.2,7.1,3.3
9.2,2.0,18,8.0,6.1,971.9,0.5,96.0,2.0,-2.0,-2.9
13.0,2.1,0,4.8,15.2,975.4,16.7,83.0,23.5,12.2,9.7
10.4,3.2,0,4.7,10.3,974.7,10.5,81.0,16.5,6.5,4.3
9.0,2.8,0,4.3,16.7,980.8,19.4,72.0,22.6,18.2,17.2
9.0,4.2,2,6.0,7.7,951.5,5.7,86.0,6.6,2.5,1.7
13.0,3.2,0,7.3,9.7,978.5,11.0,75.0,15.1,5.4,1.9
8.0,3.1,0,5.7,5.2,979.5,2.1,77.0,4.7,-3.2,-4.1
14.2,4.5,0,4.3,10.4,978.7,10.2,80.0,17.1,7.8,11.1
9.4,3.3,0,7.1,17.5,974.2,19.2,80.0,24.2,15.9,14.7
7.4,1.9,0,5.0,15.5,975.6,20.6,65.0,24.6,13.5,9.7
13.8,3.4,0,7.3,14.5,971.7,14.2,88.0,20.5,12.6,13.5
17.5,3.3,0,7.0,17.2,973.4,16.9,87.0,23.3,14.7,10.9
6.5,3.2,0,4.7,15.9,974.7,18.4,73.0,24.0,14.6,13.0
8.5,2.2,0,3.7,6.4,984.4,4.1,76.0,10.4,2.6,1.9
11.1,3.4,0,6.3,16.0,978.2,24.3,55.0,31.1,17.8,16.4
17.2,6.0,30,8.0,7.0,972.5,2.2,98.0,3.4,0.9,0.4
6.0,2.6,0,0.3,16.9,979.9,24.7,54.0,30.8,16.3,14.6
7.5,3.5,0,7.3,4.2,972.1,-3.0,88.0,-0.9,-6.3,-6.0
6.3,1.7,0,6.3,7.6,966.3,10.7,62.0,13.6,5.4,3.2
8.6,2.8,0,3.2,12.5,985.3,18.8,61.0,24.1,13.1,10.8
6.1,1.5,0,3.0,13.1,980.3,17.5,69.0,23.9,10.4,7.7
14.0,3.3,0,7.3,15.2,976.0,16.1,82.0,23.6,13.9,10.5
12.0,4.2,0,8.0,8.2,969.1,5.2,95.0,6.5,1.9,1.0
11.6,3.1,0,7.7,14.5,984.4,13.5,96.0,16.2,11.3,9.3
6.6,1.2,0,5.0,15.5,980.7,20.6,67.0,25.5,13.0,13.0
8.3,1.5,0,5.2,15.8,981.8,16.2,87.0,23.2,11.3,8.8
9.6,4.4,7,7.7,4.3,987.3,-3.9,93.0,-2.4,-4.5,-4.6
9.7,4.2,0,2.2,15.9,988.3,20.6,67.0,27.1,15.7,13.0
11.4,3.2,0,3.4,5.6,970.9,2.0,81.0,8.3,-2.6,-4.7
9.0,3.8,0,1.3,8.5,990.0,11.2,65.0,17.0,4.2,0.0
5.5,2.0,0,5.3,10.0,981.8,7.6,95.0,9.0,6.2,5.3
11.7,4.0,0,6.0,14.8,974.4,17.6,72.0,23.6,13.6,11.5
7.4,2.6,0,5.0,7.1,973.1,6.4,73.0,10.8,3.8,2.2
8.0,3.2,0,6.5,15.7,973.8,16.5,84.0,21.6,13.4,12.1
5.5,0.8,0,1.3,7.2,985.1,6.8,75.0,12.1,0.7,-2.6
18.6,5.3,0,2.9,11.7,975.8,13.1,76.0,17.0,7.0,3.0
11.9,3.9,0,8.0,9.9,981.0,7.9,94.0,8.6,5.9,6.9
10.9,2.6,0,5.9,5.9,952.6,1.6,87.0,4.6,-2.4,-4.4
13.9,4.8,0,7.0,4.7,968.8,0.7,74.0,3.6,-2.6,-4.8
10.5,3.4,0,5.7,10.9,980.0,12.6,77.0,18.0,6.7,6.4
9.2,2.3,0,8.0,6.8,995.3,1.9,97.0,3.1,-1.0,-3.8
7.0,2.0,0,6.3,15.1,970.8,14.2,95.0,16.3,11.2,10.6
12.8,5.1,0,1.3,9.7,991.1,11.5,72.0,15.5,5.7,3.7
6.9,1.5,0,4.0,10.9,979.5,15.2,66.0,20.4,7.4,4.0
13.3,5.6,0,8.0,7.9,992.2,5.0,88.0,6.5,4.3,3.5
6.0,1.3,0,7.7,8.4,983.8,4.8,96.0,7.8,4.3,4.6
13.2,4.7,0,6.3,8.9,977.2,11.2,65.0,19.4,9.1,11.3
5.5,2.3,0,7.3,5.8,978.0,-0.1,95.0,2.5,-1.2,-2.7
7.5,2.9,0,6.3,8.2,968.2,7.2,83.0,11.0,2.4,-1.5
12.6,3.1,0,6.5,12.8,982.5,15.4,74.0,20.4,12.4,9.7
6.6,2.7,0,5.3,7.3,985.9,6.7,77.0,9.5,4.1,2.5
17.0,7.0,0,8.0,7.1,982.73,3.1,93.04,4.3,1.2,0.3
10.9,3.3,0,5.7,7.9,981.2,8.8,69.0,15.5,6.8,7.4
5.3,1.3,0,5.1,9.5,981.3,13.9,63.0,20.5,4.5,2.4
10.2,3.6,0,4.3,12.4,974.2,15.4,71.0,19.6,12.4,11.9
13.2,4.8,0,7.0,9.2,962.9,8.1,86.0,12.2,6.3,5.0
6.9,2.5,0,3.3,12.8,970.2,13.2,85.0,18.2,8.4,5.6
12.8,4.8,0,6.7,10.1,979.5,11.8,73.0,15.5,9.4,6.8
15.0,4.4,0,6.3,12.7,974.8,12.2,88.0,15.2,8.5,6.3
10.1,3.9,2,7.0,6.4,969.6,1.8,90.0,4.3,0.8,-2.9
7.0,3.7,0,4.3,12.7,961.5,16.2,72.0,23.3,9.6,7.1
7.3,2.2,0,6.1,14.0,973.4,16.3,77.0,22.9,11.7,11.0
17.2,4.3,0,7.0,9.7,968.6,10.4,77.0,15.5,8.0,6.1
10.0,2.9,0,7.7,18.7,982.0,17.7,93.0,20.7,14.3,15.0
6.2,2.6,0,2.0,17.5,985.5,21.6,69.0,27.0,13.5,11.6
9.2,3.4,0,5.7,5.9,973.3,2.9,79.0,5.3,-2.5,-5.6
10.1,1.6,0,5.7,14.6,972.5,18.0,71.0,24.0,13.6,12.1
11.3,3.5,0,2.8,9.0,988.12,11.9,65.46,17.0,6.0,3.2
11.1,4.6,0,7.5,10.5,967.13,9.8,87.08,13.0,7.5,7.4
5.9,1.3,0,5.0,6.0,997.4,1.8,85.0,4.8,0.2,0.4
3.8,0.7,0,5.3,6.8,975.0,4.6,82.0,8.9,-0.3,-4.1
7.5,2.5,1,5.7,4.1,969.9,-4.6,93.0,-1.6,-7.4,-8.4
6.9,1.2,0,2.7,7.5,982.4,16.6,40.0,22.9,6.1,-0.1
15.2,6.1,0,7.7,6.0,969.0,1.8,88.0,2.4,-0.9,0.2
9.1,3.6,0,6.3,3.7,980.4,-4.5,87.0,-2.5,-7.2,-7.9
8.0,2.8,0,3.0,11.6,982.0,23.9,40.0,29.9,17.4,12.0
3.0,1.0,0,7.3,16.0,975.9,14.8,97.0,18.0,11.5,11.6
3.8,0.6,0,7.0,6.3,994.2,1.2,92.0,6.0,-0.5,0.3
11.8,5.4,0,8.0,9.2,976.0,7.0,92.0,8.3,5.7,5.6
12.9,5.2,0,8.0,7.2,980.7,4.9,85.0,6.0,1.4,-1.3
9.9,2.7,0,5.3,18.5,969.4,20.2,77.0,25.2,15.9,13.1
11.7,3.3,0,1.2,11.0,976.0,21.2,48.0,29.2,10.9,8.1
7.9,2.8,0,5.7,5.1,977.3,0.0,83.0,3.8,-6.1,-8.1
8.7,2.4,0,4.6,16.8,980.8,17.7,84.0,23.3,13.7,10.4
6.2,2.2,0,6.9,9.4,986.1,7.4,90.96,10.5,4.1,2.1
6.7,2.1,0,7.3,16.9,975.11,16.4,90.83,20.1,14.2,13.1
18.0,6.2,0,7.7,11.9,975.7,12.2,82.0,16.2,9.7,8.9
9.0,4.2,0,0.7,11.3,982.0,12.1,81.0,17.8,6.3,5.4
7.7,2.2,0,4.3,7.5,981.6,10.4,61.0,15.7,5.2,2.8
11.4,5.2,0,7.7,7.3,982.8,3.6,90.0,4.9,2.6,2.6
8.7,3.3,0,1.5,7.0,990.1,15.0,43.63,22.6,7.6,4.8
7.5,1.1,0,8.0,12.0,970.2,10.4,94.0,13.6,9.4,8.0
11.3,3.6,0,5.3,8.1,963.5,6.3,85.0,9.3,4.0,3.1
13.3,4.9,0,4.7,8.0,980.2,6.8,81.0,11.6,2.2,-1.7
20.8,4.3,0,5.7,12.9,963.0,15.0,75.0,21.7,9.4,7.9
13.0,6.2,0,4.4,5.3,974.7,3.2,70.0,9.3,-2.4,-3.3
6.0,1.4,17,1.7,2.8,967.5,-8.4,82.0,-3.6,-11.1,-15.0
8.5,3.7,0,1.3,7.7,981.4,9.1,66.0,14.9,2.6,-0.1
5.1,1.2,0,2.3,8.8,983.4,11.3,67.0,16.9,6.8,1.6
28.0,11.4,0,7.0,6.3,966.3,4.9,69.0,8.7,3.0,6.3
13.6,4.3,0,6.8,13.1,967.5,16.9,70.0,23.1,11.8,9.4
6.0,2.2,0,5.0,14.5,975.4,14.8,86.0,18.7,11.7,9.1
8.5,3.4,0,1.5,10.2,982.1,15.2,61.0,22.5,8.1,5.0
10.0,3.8,0,6.0,8.6,973.2,9.0,72.0,12.9,7.4,6.2
8.8,1.9,0,4.3,10.9,978.6,13.3,74.0,19.7,7.3,4.9
19.5,4.8,0,4.8,6.5,975.62,3.7,82.38,7.7,-1.8,-4.5
11.4,4.0,0,6.8,5.7,971.3,1.9,81.0,4.2,-1.4,-3.5
6.7,1.8,0,5.0,14.0,983.4,15.9,78.0,21.3,10.9,8.7
10.0,3.7,0,7.0,14.8,977.8,14.4,90.0,16.8,12.1,11.6
9.3,3.2,0,0.3,3.8,979.8,-1.8,71.0,2.6,-4.5,-7.0
7.1,2.6,0,6.7,14.1,968.4,12.0,97.0,14.3,10.5,9.9
9.3,1.7,0,6.7,12.2,979.4,12.9,81.0,18.1,11.0,9.8
8.0,3.1,0,4.7,9.5,967.5,16.6,51.0,22.0,4.9,3.1
5.8,1.0,0,4.7,10.8,986.6,11.0,83.0,16.7,5.9,4.1
10.4,4.1,0,8.0,10.3,946.7,7.6,98.0,9.9,4.0,3.5
22.2,7.3,0,7.7,11.2,960.7,12.4,77.0,15.8,8.2,5.4
10.9,2.6,20,6.0,2.6,967.6,-9.6,83.0,-3.0,-12.4,-7.0
10.0,1.2,0,4.7,16.0,978.9,17.1,82.0,22.7,12.4,8.6
20.6,5.5,0,5.3,8.9,968.8,9.9,73.0,15.2,9.0,8.8
9.2,2.3,0,3.7,11.4,987.4,15.9,65.0,22.6,9.5,5.3
10.9,5.5,0,6.3,9.3,983.1,10.6,72.0,13.1,9.8,8.6
11.7,5.5,1,6.4,5.1,992.0,1.4,76.0,4.3,-0.8,-2.1
14.9,4.0,0,5.2,6.9,973.9,3.9,85.0,10.5,-3.1,-5.7
12.0,4.3,0,0.3,10.5,989.4,15.7,58.0,21.3,11.5,10.0
8.1,1.4,0,8.0,8.6,968.1,6.6,88.0,8.5,5.4,5.1
12.1,4.7,0,7.3,12.9,975.8,14.2,81.0,17.9,10.8,9.6
8.2,2.3,0,3.3,10.8,973.2,16.6,57.0,22.4,9.0,7.3
7.7,2.7,2,3.3,4.0,963.8,-1.9,77.0,2.2,-5.8,-7.5
11.7,4.3,0,6.2,8.1,972.58,4.8,93.83,7.1,0.1,-2.0
10.5,4.1,0,0.0,14.6,981.1,22.0,55.0,28.8,14.8,12.2
8.0,2.8,0,7.0,7.2,967.5,3.8,90.0,6.0,2.6,1.6
4.2,1.7,0,8.0,5.7,984.4,-0.4,94.0,1.7,-1.4,-0.8
9.4,3.8,0,7.9,8.0,987.0,3.9,98.0,5.4,0.1,-0.1
0.1,0.0,0,8.0,9.7,987.9,7.1,96.0,7.8,6.1,6.1
17.2,3.9,0,4.7,15.5,964.7,18.9,68.0,27.2,14.2,12.0
8.8,2.9,0,1.7,6.8,980.4,11.2,54.0,16.8,5.0,1.2
9.4,3.1,0,4.0,13.5,977.8,20.8,57.0,28.3,14.0,12.5
7.0,2.4,0,4.3,6.3,974.4,8.7,56.0,13.8,3.2,0.7
16.8,7.3,0,8.0,7.5,967.1,5.1,87.0,6.6,3.6,3.9
9.6,3.2,0,2.5,13.2,977.1,21.8,53.0,28.4,13.8,11.3
10.0,2.7,0,5.3,6.1,987.5,1.0,89.0,3.8,-0.5,0.9
9.4,3.9,0,7.7,9.6,979.4,7.9,88.0,9.9,6.9,7.0
9.4,3.7,14,8.0,4.0,961.1,-4.8,94.0,-3.0,-8.1,-8.3
11.4,3.5,0,4.7,6.4,979.1,2.6,83.0,8.3,0.4,3.3
-999.0,1.9,0,6.9,16.4,981.72,16.8,85.58,20.3,14.6,13.2
7.1,3.4,0,2.7,10.0,972.8,18.5,48.0,23.4,11.1,8.3
7.8,1.4,2,4.0,4.1,980.8,-3.8,89.0,-0.8,-8.4,-8.7
9.0,2.0,0,4.0,10.8,981.8,12.0,74.0,16.8,9.7,8.8
5.2,2.0,0,6.0,5.7,990.0,5.0,66.0,7.4,4.1,2.5
5.0,1.3,0,1.3,12.8,985.3,16.0,73.0,21.8,8.6,6.6
11.1,4.6,18,8.0,5.7,960.7,-0.5,95.0,2.3,-1.1,-0.6
8.5,3.1,0,7.3,17.8,977.9,16.8,90.0,22.4,15.4,14.1
9.0,3.1,0,6.7,14.7,973.1,15.0,86.0,17.8,13.9,13.1
15.1,5.6,0,7.7,9.3,972.8,8.5,85.0,10.4,5.3,3.9
7.5,2.1,0,2.0,13.2,976.2,23.0,47.0,28.6,13.8,8.2
9.6,3.6,0,2.0,8.9,988.3,17.2,47.0,22.8,8.8,7.4
11.4,5.0,0,0.0,2.7,986.4,-2.9,53.0,0.5,-5.1,-6.3
6.7,2.8,0,7.0,6.7,984.0,2.2,94.0,5.7,-0.1,-2.3
11.7,5.0,0,3.3,4.0,981.6,-0.1,68.0,3.9,-3.2,-5.3
6.3,2.0,0,6.3,7.7,986.5,5.0,88.0,8.8,0.7,-1.2
8.5,4.1,0,1.3,11.9,981.0,18.0,61.0,24.2,11.7,10.4
7.9,3.0,0,7.0,14.2,979.0,13.1,94.0,16.8,11.6,11.3
6.6,1.8,0,4.9,5.4,982.1,3.3,71.0,8.3,0.2,-3.0
10.4,4.1,4,7.5,3.9,975.0,-3.1,81.0,-1.4,-4.4,-5.0
6.2,1.9,0,5.0,14.1,988.56,16.5,74.83,22.2,9.6,6.2
12.2,5.3,0,8.0,10.5,983.9,8.5,97.0,9.9,5.5,3.4
10.9,4.6,0,7.7,10.6,980.1,9.8,89.0,12.3,7.1,6.5
21.9,9.6,0,6.0,9.2,963.8,9.0,78.0,12.5,6.5,8.0
12.1,6.2,0,1.0,4.1,972.4,1.8,62.0,7.0,-3.1,-3.8
10.0,3.4,0,7.3,7.7,966.6,6.9,78.0,11.1,4.2,3.1
12.5,3.1,0,6.7,9.9,973.9,11.6,72.0,15.8,10.0,9.4
13.1,4.5,0,6.8,13.9,971.8,13.1,90.0,17.3,7.6,5.0
8.0,1.8,0,4.8,17.8,982.2,23.9,62.0,30.2,16.3,13.6
12.0,6.1,0,0.0,3.3,982.4,-0.6,58.0,3.1,-3.9,-5.6
25.8,6.3,0,7.3,12.9,979.9,12.4,91.0,15.2,9.4,6.1
5.7,1.2,0,4.7,10.2,979.6,14.2,65.0,19.4,6.3,1.0
8.5,3.9,0,7.7,7.9,962.6,4.7,90.0,7.3,3.4,2.5
12.4,3.5,0,8.0,12.9,983.5,11.5,96.0,13.5,9.1,9.0
2.3,0.2,0,4.0,13.4,984.3,15.3,79.0,22.0,9.4,4.4
8.9,3.1,0,6.3,10.1,975.6,17.3,54.0,22.3,11.7,9.0
7.3,2.2,0,3.3,15.7,974.1,18.2,73.0,23.5,13.6,11.2
8.0,2.1,0,4.3,13.3,978.2,18.9,62.0,24.9,11.8,9.0
11.9,3.9,0,6.5,7.4,983.68,7.7,71.63,11.7,2.6,-0.2
7.4,1.6,0,8.0,17.5,975.6,15.8,96.0,19.4,15.1,14.8
20.6,6.6,0,7.2,7.1,979.1,3.8,88.0,5.9,1.9,0.1
6.6,2.4,0,0.3,13.9,982.9,20.6,58.0,28.1,14.2,12.0
8.9,3.4,0,7.3,6.8,997.6,5.2,78.0,7.8,2.0,0.8
13.6,4.6,0,5.0,7.6,982.6,10.6,62.0,15.7,5.0,1.0
7.5,2.1,0,5.5,6.2,988.4,3.8,78.0,8.5,-1.7,-4.2
9.4,3.1,0,5.8,15.2,974.3,15.1,88.0,17.2,11.8,7.7
9.4,2.8,0,8.0,6.5,985.4,1.3,94.0,5.0,0.3,2.5
11.3,4.5,0,6.0,11.1,979.3,18.2,54.0,23.9,12.4,9.5
14.2,5.5,0,7.1,6.5,972.56,2.8,86.88,4.4,1.5,1.1
7.5,2.4,0,6.7,11.1,987.2,15.9,63.0,19.3,11.1,8.3
6.1,1.2,0,5.7,10.4,986.0,12.4,72.0,16.4,7.1,3.0
18.1,6.3,0,8.0,6.7,968.8,2.9,89.0,3.3,1.5,1.4
3.3,1.1,0,8.0,15.5,978.7,15.3,91.0,17.7,11.5,9.4
12.8,3.9,0,4.7,13.4,980.3,17.5,67.0,22.6,14.9,14.5
6.5,2.3,0,1.1,5.5,978.4,0.7,86.0,6.0,-3.2,-6.8
7.4,3.4,0,7.5,6.9,982.5,2.4,94.38,4.6,-0.1,-1.2
6.2,2.7,0,7.0,13.4,964.7,13.9,84.0,17.4,11.9,11.4
11.0,4.7,3,5.7,4.9,965.0,-0.7,84.0,0.1,-1.4,-1.0
8.2,3.3,0,0.0,12.6,986.6,20.4,52.0,28.8,12.4,8.0
9.4,3.2,0,2.8,5.9,995.1,4.1,73.0,8.7,0.1,-2.8
9.3,2.8,0,3.6,12.3,980.6,16.8,65.0,21.7,10.9,7.7
12.0,5.3,0,7.9,6.7,984.13,1.5,98.17,3.5,0.1,-0.2
7.8,2.6,0,5.3,6.4,974.1,7.4,63.0,11.9,2.4,-1.0
13.6,5.4,0,6.3,14.3,971.4,13.2,94.0,15.2,12.3,11.9
18.8,5.9,0,5.6,13.4,973.2,13.7,86.0,17.6,12.2,10.3
8.3,2.1,0,5.1,15.3,977.72,19.2,71.17,25.2,11.8,9.2
6.0,1.6,0,5.9,13.4,984.7,13.8,86.0,19.4,8.9,6.9
11.0,3.1,0,8.0,9.9,981.4,9.6,83.0,10.5,6.4,4.6
8.8,3.6,0,3.7,9.5,975.4,14.8,56.0,21.3,10.5,9.6
11.3,5.4,0,7.1,8.6,986.6,7.7,82.0,9.7,5.7,3.1
8.9,3.0,0,5.1,10.4,979.67,11.3,79.71,16.7,7.8,6.8
5.8,1.2,0,2.7,17.1,979.8,21.6,69.0,26.4,14.3,8.7
9.1,3.7,0,4.0,14.9,982.0,17.5,74.0,22.7,13.4,11.6
9.0,2.0,0,4.3,11.6,976.3,14.5,70.0,19.5,12.6,12.4
9.0,3.4,0,1.3,4.5,983.8,7.3,46.0,12.2,0.8,-2.6
6.5,2.2,2,8.0,5.1,994.7,-2.4,97.0,-0.9,-4.3,-4.6
